chrom,start,end,CC_R1,CC_R2,CC_R3,16P12_1_R1,16P12_1_R2,16P12_1_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,148263867,148264367,1.9749255303152464,2.3859287089009613,2.061266185178599,2.185580658298694,1.9036094468393017,1.7282676075757215,"['PPIAL4G', 'NBPF11']","[-0.0803864173483587, 0.0811207119147849]","[0.785129853067054, 0.376579900251802]","['AR', 'ASCL1', 'ASCL2', 'EOMES', 'ESRRA', 'ESRRB', 'ESRRG', 'MYB', 'MYOG', 'NPAS2', 'PTF1A', 'SCRT1', 'SF1', 'SMAD2', 'SMAD4', 'SNAI1', 'TBX21', 'TBX5', 'TCF12', 'TCF3', 'THRB', 'ZEB1', 'ZEB2', 'ZNF341']","['BCL11B', 'BHLHE40', 'ELF4', 'FOXK2', 'KLF9', 'MZF1', 'NFRKB', 'SP3', 'TRIM28', 'ZBTB20', 'ZBTB6', 'ZBTB8A', 'ZEB1', 'ZFP37', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF263', 'ZNF548', 'ZNF561', 'ZNF623', 'ZNF770', 'ZNF843', 'ZSCAN21']","['H3K27ac', 'H3K4me3']"
chr1,161399951,161400451,2.84349096532211,2.313621582549313,1.902488277405136,2.310013955324128,1.9623469455368208,2.0068421212823604,"['FCGR2A', 'CFAP126']","[0.397364513156867, 0.234255095014435]","[0.70298994513797, 0.396551607272515]","['AR', 'E2F3', 'EBF1', 'ELK4', 'EOMES', 'FOXA1', 'FOXD3', 'FOXM1', 'GLI3', 'HOXD12', 'NKX3-1', 'OLIG2', 'PLAGL1', 'SIX2', 'TFAP2A', 'TFAP2C', 'THRB', 'ZNF189', 'ZNF416', 'ZNF711']","['BCL11A', 'BCL11B', 'CTCF', 'EGR2', 'FEZF1', 'GLIS2', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'MYNN', 'OSR2', 'OVOL3', 'PATZ1', 'PRDM10', 'PRDM6', 'RBAK', 'SCRT2', 'SP3', 'SP7', 'TRIM28', 'WT1', 'YY1', 'ZBTB1', 'ZBTB10', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB48', 'ZBTB6', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZIC2', 'ZNF10', 'ZNF138', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF211', 'ZNF214', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF394', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF510', 'ZNF548', 'ZNF558', 'ZNF580', 'ZNF596', 'ZNF629', 'ZNF639', 'ZNF645', 'ZNF664', 'ZNF680', 'ZNF692', 'ZNF777', 'ZNF785', 'ZNF791', 'ZNF792', 'ZNF843', 'ZSCAN16', 'ZSCAN21', 'ZSCAN4', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,180470343,180470843,2.46772700644392,2.4902658719828112,2.187062154193467,2.264438660952955,1.940383720244152,2.191067443214703,"['LHX4', 'ACBD6']","[-0.390439428264702, -0.14292917202224]","[0.0015139168185228, 0.150668291454531]","['ARNT', 'DMRT1', 'ELF5', 'HOXA10', 'HOXA9', 'HOXD12', 'MEF2A', 'MEF2B', 'NKX3-1', 'NKX3-2', 'PGR', 'PLAGL1', 'SOX9', 'SPDEF', 'STAT3', 'STAT4', 'TGIF1', 'TGIF2', 'TP63', 'ZIC1']","['AEBP2', 'BCL11B', 'FEZF1', 'HIC1', 'PRDM6', 'ZNF384', 'ZNF501', 'ZNF580', 'ZXDB']",['H3K4me1']
chr1,181042846,181043346,2.682873300427988,2.624443804287581,2.964274115224244,2.018951570338896,2.0196977635241677,2.516073920173893,"['MR1', 'IER5']","[0.41422548173802, 0.20726863415766]","[0.012588526083664, 0.0878062872451292]","['ATF4', 'CDX4', 'DDIT3', 'E2F3', 'EBF1', 'FOXA1', 'FOXA2', 'FOXA3', 'FOXD3', 'FOXM1', 'FOXO1', 'HLF', 'HOXA11', 'HOXA13', 'HOXB13', 'HOXD11', 'HOXD13', 'NEUROG2', 'NFIL3', 'NFYA', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'OLIG2', 'ZEB1']","['GLIS1', 'IKZF3', 'KLF1', 'KLF17', 'KLF7', 'KLF9', 'OSR2', 'SP7', 'TRIM28', 'WT1', 'ZBTB17', 'ZEB2', 'ZFHX2', 'ZNF24', 'ZNF335', 'ZNF398', 'ZNF518A', 'ZNF580', 'ZNF660', 'ZNF770']","['H3K27ac', 'H3K4me1']"
chr1,183942627,183943127,2.0025458302621515,1.9965688477996304,1.9539724820649709,2.002928145177476,2.0557212141048185,1.6084538844507443,['COLGALT2'],[-0.0522847039907097],[0.743884182399165],"['ARNTL', 'ASCL1', 'BHLHE40', 'BHLHE41', 'CLOCK', 'CRX', 'DLX1', 'EHF', 'ERG', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'HLF', 'ISL1', 'MAX', 'MITF', 'MNT', 'MYB', 'MYBL2', 'MYC', 'MYCN', 'NEUROG2', 'NKX6-1', 'NPAS1', 'NPAS2', 'OLIG2', 'PITX1', 'PLAGL1', 'PTF1A', 'RBPJ', 'TAL1', 'TBP', 'TGIF2', 'THRB', 'TRPS1', 'TWIST2', 'USF1', 'USF2', 'ZIC1', 'ZNF416']","['ATF2', 'CTCF', 'FEZF1', 'GFI1B', 'GLIS1', 'IKZF3', 'INSM2', 'KLF10', 'KLF8', 'L3MBTL2', 'MZF1', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM10', 'REST', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'TSHZ1', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZEB2', 'ZFHX2', 'ZFX', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF394', 'ZNF518A', 'ZNF561', 'ZNF600', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF843', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,212671344,212671844,3.1387236054349743,3.4756377700823364,3.3867500943195346,2.603178219116545,3.426976100648035,2.5028760936766825,['BATF3'],[0.0766314295906832],[0.682551883960741],"['ASCL1', 'ASCL2', 'ATF1', 'ATF2', 'ATF7', 'ATOH1', 'BHLHA15', 'CREB1', 'CREB5', 'FOXO1', 'JUN', 'JUND', 'MAFB', 'MEF2B', 'MEF2C', 'MYBL1', 'MYBL2', 'MYF5', 'MYOD1', 'MYOG', 'NEUROD1', 'NEUROG2', 'NFIX', 'OLIG2', 'POU1F1', 'PTF1A', 'SMAD3', 'TAL1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TGIF1', 'TGIF2', 'TWIST2', 'ZBTB18', 'ZIC1', 'ZNF341']","['EGR2', 'GLIS1', 'GLIS2', 'IKZF3', 'INSM2', 'KLF17', 'KLF8', 'MZF1', 'OSR2', 'PATZ1', 'PRDM1', 'PRDM10', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZNF174', 'ZNF184', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF600', 'ZNF629', 'ZNF692', 'ZNF770', 'ZXDB']",['H3K4me1']
chr1,222465593,222466093,1.490618627252477,1.638563399228662,1.26072061107046,1.5565672624907372,1.6161286158001693,1.259713854876457,"['HHIPL2', 'DUSP10']","[0.524746742308768, 0.0736336926357886]","[0.103554169735241, 0.732905939847526]","['ARNTL', 'BHLHE41', 'FOXD3', 'GATA3', 'GLI3', 'MITF', 'MYC', 'NFATC1', 'NFIX', 'NPAS1', 'PGR', 'PITX1', 'PLAGL1', 'PRDM10', 'PRDM15', 'RBPJ', 'STAT5A', 'TBX5', 'TBX6', 'TEAD1', 'TEAD3', 'TRPS1', 'ZNF189']","['BCL11B', 'BCL6B', 'CTCF', 'GLIS1', 'GLIS2', 'IKZF3', 'KLF1', 'KLF10', 'KLF16', 'L3MBTL2', 'LEF1', 'MZF1', 'PATZ1', 'PRDM10', 'SP2', 'SP3', 'SP7', 'YY1', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB48', 'ZBTB6', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFP69B', 'ZFX', 'ZNF2', 'ZNF263', 'ZNF335', 'ZNF391', 'ZNF394', 'ZNF449', 'ZNF513', 'ZNF549', 'ZNF560', 'ZNF596', 'ZNF600', 'ZNF629', 'ZNF654', 'ZNF660', 'ZNF692', 'ZNF770', 'ZNF785', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5A', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,225635745,225636245,1.6189175243690692,1.929700711473324,1.981910323976653,1.5631339543474454,2.187295651268701,1.6460004116444622,"['ENAH', 'LBR']","[-0.0524789111825083, -0.0998734491562379]","[0.729229227119335, 0.516318887655325]","['DLX1', 'FOXA1', 'FOXA2', 'FOXD3', 'FOXF1', 'FOXK1', 'FOXL2', 'FOXM1', 'FOXO1', 'FOXO3', 'FOXP1', 'NFATC1', 'NKX6-1', 'PITX1', 'RARA', 'SIX2', 'SMAD3', 'THRB']","['ATF2', 'PRDM6', 'TRIM28', 'ZNF221', 'ZNF561', 'ZNF664', 'ZNF692']",['H3K4me1']
chr1,229555144,229555644,2.423930589929861,2.59252246476951,2.302974030386556,2.214888206533291,2.225636711596283,2.0129501935739538,"['ABCB10', 'NUP133']","[-0.128695041766405, -0.0198175529538387]","[0.382933206858678, 0.86488120355547]","['ASCL1', 'ASCL2', 'ATOH1', 'BCL11A', 'BHLHA15', 'CRX', 'EBF1', 'EOMES', 'FOXH1', 'HOXA13', 'HOXD13', 'KLF1', 'KLF5', 'MYF5', 'MYOD1', 'MYOG', 'NEUROG2', 'NKX2-1', 'NKX2-5', 'OLIG2', 'PITX1', 'PTF1A', 'SNAI1', 'SNAI2', 'TAL1', 'TBP', 'TBR1', 'TBX5', 'TBXT', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TEAD1', 'TEAD3', 'TEAD4', 'TFAP4', 'TWIST2', 'ZEB1', 'ZFX', 'ZNF263', 'ZNF467', 'ZNF711']","['IKZF3', 'PRDM6', 'ZBTB17', 'ZBTB44', 'ZFP69B', 'ZIC2', 'ZNF263', 'ZNF449', 'ZNF510', 'ZNF561', 'ZNF600', 'ZNF626', 'ZNF660', 'ZNF692']",['H3K4me1']
chr10,12375142,12375642,1.64221496668052,1.4163794766890423,1.3539163944106112,1.617013874907374,1.3427101167139288,1.3212096127784867,"['CCDC3', 'CAMK1D']","[-0.0375875072604432, -0.0665702020843758]","[0.885365219747157, 0.733667378258466]","['ARNT', 'BARX1', 'CDX4', 'CRX', 'FOXA2', 'FOXD3', 'FOXF1', 'FOXK1', 'FOXK2', 'FOXO1', 'FOXO3', 'FOXP1', 'GATA4', 'GSC', 'HAND2', 'HOXA11', 'HOXA13', 'HOXB13', 'HOXC9', 'MYOG', 'NANOG', 'NKX2-5', 'NKX3-1', 'NR5A2', 'OTX2', 'PBX2', 'PDX1', 'PITX1', 'PLAGL1', 'PTF1A', 'SNAI1', 'SP2', 'SP5', 'TRPS1', 'ZEB1', 'ZEB2']","['BCL6B', 'FEZF1', 'MAZ', 'OSR2', 'PKNOX1', 'PRDM10', 'PRDM6', 'SP7', 'ZBTB11', 'ZBTB17', 'ZEB2', 'ZNF10', 'ZNF324', 'ZNF335', 'ZNF398', 'ZNF404', 'ZNF629', 'ZSCAN16', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr10,16950866,16951366,1.9675171897318724,2.0323882980667904,1.3814468569209704,1.7474615529277948,1.4164357134047698,1.5848295405247423,"['CUBN', 'RSU1']","[0.304039996950755, 0.200406375851068]","[0.426730226669329, 0.0891120727326331]","['AR', 'CDX4', 'CRX', 'DLX2', 'EN1', 'EOMES', 'GATA3', 'GATA4', 'GATA5', 'GSC', 'ISL1', 'LEF1', 'LHX1', 'LHX2', 'LHX3', 'MAZ', 'NANOG', 'NKX6-1', 'NPAS2', 'OTX2', 'PITX1', 'PRDM14', 'PTF1A', 'RARA', 'TBX5', 'TCF12', 'TCF3', 'TRPS1', 'ZBTB7A', 'ZEB1', 'ZNF264', 'ZNF341']","['ATF2', 'MAZ', 'PATZ1', 'PKNOX1', 'PRDM1', 'SP7', 'ZBTB20', 'ZBTB21', 'ZEB2', 'ZNF10', 'ZNF184', 'ZNF2', 'ZNF335', 'ZNF341', 'ZNF510', 'ZNF558', 'ZNF629', 'ZNF660', 'ZNF768']",['H3K4me1']
chr10,21724246,21724746,1.595033688074225,1.6130351886512293,1.692709869885031,1.3588248331498638,1.471742387996121,1.4101200903710756,"['DNAJC1', 'MLLT10']","[-0.166847872244741, -0.0731333996765]","[0.0956830873668046, 0.580795328429501]","['FOXD3', 'FOXO1', 'GRHL2', 'HOXA11', 'HOXA13', 'MYB', 'MYBL2', 'NKX2-1', 'NKX2-5', 'NKX3-1', 'POU1F1', 'SOX10', 'SOX15', 'SOX2', 'SOX3', 'SOX6', 'TBP']","['BCL11A', 'BCL6B', 'FOXK2', 'GLIS1', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF8', 'LEF1', 'MAZ', 'OSR2', 'OVOL3', 'PATZ1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT2', 'SP3', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZBTB8A', 'ZFP69B', 'ZIC2', 'ZNF10', 'ZNF18', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF34', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF513', 'ZNF518A', 'ZNF558', 'ZNF580', 'ZNF596', 'ZNF610', 'ZNF629', 'ZNF692', 'ZNF843', 'ZSCAN18', 'ZSCAN4', 'ZSCAN5C']",['H3K4me1']
