chrom,start,end,CC_R1,CC_R2,CC_R3,SCRT1_R1,SCRT1_R2,SCRT1_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,13797232,13797732,2.191994720775244,2.032301255220045,2.380250159747366,2.249460931787489,2.026234553015542,2.287314233468693,,,,"['ARNTL', 'ASCL1', 'ASCL2', 'BHLHE41', 'CRX', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'DMRT1', 'EN1', 'HOXA11', 'HOXA13', 'HOXA9', 'ISL1', 'LHX1', 'LHX2', 'LHX3', 'MEIS1', 'MYB', 'NANOG', 'NFIX', 'NKX2-1', 'NKX3-1', 'NKX3-2', 'NKX6-1', 'NPAS4', 'OLIG2', 'PDX1', 'PITX1', 'PLAGL1', 'PTF1A', 'SNAI1', 'SNAI2', 'TAL1', 'TBX5', 'TCF12', 'TCF3', 'TGIF1', 'TGIF2', 'ZEB1', 'ZFX', 'ZIC1', 'ZNF711']","['FEZF1', 'GFI1B', 'OSR2', 'SP7', 'ZIC2']",['H3K4me1']
chr1,14732849,14733749,4.895322577953908,5.064958609634763,6.385504894374609,7.991203048612217,8.16037384993585,8.907234495659793,,,,"['AR', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'EBF1', 'EHF', 'ELF3', 'ELF4', 'ELF5', 'EN1', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'FLI1', 'FOXH1', 'HOXA11', 'HOXA9', 'HOXD10', 'HOXD11', 'ISL1', 'KLF5', 'LHX1', 'LHX2', 'LHX3', 'MAZ', 'NANOG', 'NKX2-2', 'NKX3-2', 'NKX6-1', 'PBX2', 'PDX1', 'PRDM15', 'RFX2', 'RFX6', 'SMAD3', 'SPI1', 'SPIB', 'STAT3', 'STAT4', 'THRB', 'TP53', 'TP63', 'TP73', 'ZNF189']","['PRDM10', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB44', 'ZFHX2', 'ZIC2', 'ZNF189']",['H3K27ac']
chr1,15886147,15886647,5.703329290336646,7.724965766946626,5.8595738510140265,4.152718010470977,5.164672298780526,6.585462035733486,"['SPEN', 'ZBTB17']","[0.36772981334855, 0.102595682579514]","[0.135867239843566, 0.51255849922815]","['EHF', 'ELF3', 'ELF4', 'ELF5', 'GLI3', 'KLF1', 'KLF14', 'KLF3', 'KLF5', 'KLF6', 'MAZ', 'NFIA', 'NFIX', 'NR2E1', 'PRDM10', 'SMAD3', 'SOX9', 'SP1', 'SP2', 'SP5', 'SPDEF', 'SPIB', 'TAL1', 'TBX5', 'TBX6', 'TFCP2L1', 'TGIF2', 'ZIC1', 'ZNF416']","['CTCF', 'GLI2', 'GLIS1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF7', 'KLF8', 'KLF9', 'LEF1', 'MAZ', 'OSR2', 'PATZ1', 'PRDM10', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'TRIM28', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB6', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZIC2', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF221', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF362', 'ZNF366', 'ZNF394', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF600', 'ZNF610', 'ZNF624', 'ZNF629', 'ZNF660', 'ZNF770', 'ZNF843', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,15893134,15893664,3.5036781155757453,3.7190199142674074,3.2308388268874744,3.039285137998696,2.9962003665128143,3.154661947585328,"['SPEN', 'ZBTB17']","[0.36772981334855, 0.102595682579514]","[0.135867239843566, 0.51255849922815]","['ATF3', 'BACH1', 'BACH2', 'BATF', 'CRX', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'EHF', 'ELF4', 'EN1', 'ERG', 'ETV1', 'ETV4', 'FLI1', 'FOSL1', 'GATA4', 'GSC', 'JUN', 'JUNB', 'KLF1', 'KLF5', 'KLF6', 'LHX2', 'LHX3', 'MAZ', 'MEIS1', 'NFE2', 'NFE2L2', 'NKX6-1', 'PGR', 'PHOX2A', 'POU1F1', 'PROP1', 'RARA', 'RUNX1', 'SP2', 'TAL1', 'TGIF1', 'TGIF2', 'TRPS1', 'ZNF467']","['KLF1', 'TSHZ1', 'ZBTB8A', 'ZEB2', 'ZNF121']","['H3K27ac', 'H3K4me1']"
chr1,16176326,16176826,1.8979679429248668,1.631037729894509,1.6403324573716522,1.669079133941631,1.7543283446882354,1.9310173670312132,['ARHGEF19'],[-0.408814716748813],[0.111314163081213],"['ASCL1', 'ATOH1', 'DMC1', 'EBF1', 'EGR1', 'ERG', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXD3', 'FOXO1', 'GABPA', 'GLI3', 'KLF14', 'MAZ', 'NEUROG2', 'PITX1', 'SMAD3', 'SMAD4', 'TAL1', 'TWIST2', 'ZIC1', 'ZNF263', 'ZNF415']","['BCL11A', 'GFI1B', 'INSM2', 'KLF8', 'PATZ1', 'PRDM1', 'PRDM10', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZEB2', 'ZFP69B', 'ZNF18', 'ZNF2', 'ZNF266', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF391', 'ZNF561', 'ZNF596', 'ZNF623', 'ZNF629', 'ZNF660', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,17443220,17443764,3.035584603245683,2.925720975912198,3.649502591742309,5.921181218751559,5.562829854853915,4.823006986228155,,,,"['AR', 'ATF3', 'BATF', 'ELK4', 'EN1', 'FOSL1', 'FOSL2', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'JUNB', 'NFYA', 'PITX1', 'RELA', 'TGIF1', 'TGIF2', 'THRB']","['ZEB2', 'ZIC2', 'ZNF121', 'ZNF366', 'ZNF449', 'ZNF768']",['H3K27ac']
chr1,21149849,21150464,2.16969450054102,1.9390766131907216,1.8442093585390689,1.983460859259684,1.7586870867482391,1.911148574790954,,,,"['BARX1', 'BCL11A', 'HAND2', 'ISL1', 'LEF1', 'MAFB', 'MEF2A', 'MEF2B', 'MEF2C', 'MEF2D', 'MITF', 'MYOD1', 'NANOG', 'NKX6-1', 'PGR', 'PITX1', 'PRDM15', 'RUNX1', 'SF1', 'SMAD3', 'SNAPC1', 'SP2', 'SRF', 'STAT6', 'TAL1', 'TCF7', 'THRB', 'YY1', 'ZIC1']","['ATF2', 'GLIS1', 'INSM2', 'KLF10', 'KLF17', 'KLF7', 'MYNN', 'OSR2', 'PRDM6', 'WT1', 'YY1', 'YY2', 'ZBTB44', 'ZFP69B', 'ZNF10', 'ZNF16', 'ZNF184', 'ZNF341', 'ZNF600', 'ZNF629', 'ZNF660', 'ZNF692']","['H3K27ac', 'H3K36me3', 'H3K4me1']"
chr1,24972136,24972758,7.899938866109982,8.36726000412291,8.624686908548183,15.391474488403617,13.13970981907506,12.857725483705108,,,,"['CUX2', 'EHF', 'ESRRB', 'FOXK2', 'FOXO1', 'GATA3', 'NR2F2', 'NR2F6', 'ONECUT1', 'ONECUT2', 'POU1F1', 'RELA', 'SMAD3', 'SOX17', 'SPI1', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'TP53', 'TP63', 'TP73', 'TRPS1', 'TWIST2', 'ZFP809', 'ZNF189', 'ZNF263', 'ZNF341', 'ZNF416', 'ZNF467']","['TRIM28', 'ZBTB17']",['H3K27ac']
chr1,25922346,25922904,2.8122618614116144,3.191657915268266,2.647788978174637,2.5581794320359466,3.160099660371461,2.85190721913114,['PAFAH2'],[-0.0326062279393593],[0.872346564103555],"['AR', 'ASCL1', 'BCL6', 'EN1', 'EOMES', 'HOXA9', 'HOXD11', 'HOXD12', 'KLF5', 'MAZ', 'MYBL2', 'MYF5', 'MYOD1', 'MYOG', 'NANOG', 'NEUROG2', 'NFYA', 'PRDM14', 'PTF1A', 'SMAD3', 'SNAI1', 'SNAI2', 'SP2', 'TAL1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TFAP4', 'THRB', 'TWIST2', 'ZEB1', 'ZEB2', 'ZNF341']","['CTCF', 'GLIS2', 'KLF1', 'KLF10', 'KLF8', 'KLF9', 'L3MBTL2', 'PRDM10', 'SCRT1', 'SCRT2', 'SP2', 'YY2', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB8A', 'ZFX', 'ZNF189', 'ZNF335', 'ZNF341', 'ZNF391', 'ZNF449', 'ZNF561', 'ZNF660', 'ZNF843', 'ZSCAN5A']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,26865343,26865843,4.017952778779666,4.40956491242604,3.794545337312517,3.001352043627963,3.554348070611228,5.048012596104182,"['GPN2', 'SFN']","[0.0071431593982465, -0.0141026592589169]","[0.971428288322253, 0.999210096300281]","['AR', 'ESRRB', 'ESRRG', 'GLI3', 'HLF', 'MAZ', 'MYB', 'MYBL2', 'NFATC1', 'NR5A2', 'PITX1', 'PLAGL1', 'SCRT1', 'SMAD3', 'TBX21', 'TBXT', 'THRA', 'THRB', 'YY1', 'ZBTB7A', 'ZFX', 'ZNF341', 'ZNF711']","['BCL11A', 'BCL11B', 'EGR2', 'FEZF1', 'GLI4', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'OVOL3', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM2', 'PRDM4', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'WT1', 'YY1', 'YY2', 'ZBTB10', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZFX', 'ZIC2', 'ZNF121', 'ZNF146', 'ZNF148', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF394', 'ZNF398', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF692', 'ZNF76', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,28249351,28250051,6.388365545367759,6.249716331249324,4.98132515819846,4.813387762462807,3.838294564652095,6.005086627067075,['SESN2'],[0.406016355118905],[0.0004986308984847],"['AR', 'FOXA1', 'FOXA2', 'FOXM1', 'FOXO1', 'MAZ', 'MEF2A', 'MEF2B', 'MEF2C', 'NFIA', 'NKX2-5', 'NR2E1', 'OLIG2', 'ONECUT2', 'PITX1', 'POU1F1', 'RBPJ', 'SMAD3', 'TBX5', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'ZIC1', 'ZNF322', 'ZNF416', 'ZNF467']","['ATF2', 'FEZF1', 'IKZF3', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM4', 'SALL2', 'SP3', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZIC2', 'ZNF10', 'ZNF184', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF785', 'ZNF792', 'ZNF843', 'ZSCAN4', 'ZSCAN5A']",['H3K27ac']
chr1,30748044,30748637,7.007481353575447,8.118222549835714,8.461038841646307,11.865220983254686,11.254749021674494,12.43125729009459,,,,"['AR', 'ATOH1', 'BHLHA15', 'EGR1', 'EOMES', 'KLF1', 'KLF14', 'KLF3', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MYBL1', 'NANOG', 'NEUROG2', 'NKX2-1', 'NKX3-2', 'NKX6-1', 'NR2F1', 'NR2F2', 'NR2F6', 'OLIG2', 'PLAGL1', 'RARA', 'SMAD3', 'SOX10', 'SOX15', 'SOX17', 'SOX3', 'SOX9', 'SP2', 'SP5', 'TBR1', 'TBX21', 'TBX5', 'TCF4', 'TFAP2A', 'TFAP2C', 'TFCP2L1', 'THRB', 'TP53', 'TP63', 'TP73', 'TWIST1', 'TWIST2', 'WT1', 'ZFX', 'ZNF263', 'ZNF281', 'ZNF322', 'ZNF467', 'ZNF711']","['GLIS2', 'IKZF3', 'KLF1', 'KLF17', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'SP2', 'SP3', 'SP7', 'TRIM28', 'YY2', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZEB1', 'ZFHX2', 'ZNF121', 'ZNF302', 'ZNF335', 'ZNF394', 'ZNF416', 'ZNF518A', 'ZNF660', 'ZNF670', 'ZNF692', 'ZNF777', 'ZSCAN30']",['H3K27ac']
chr1,31954450,31955050,3.005150922321838,3.283296123118989,2.736095253295689,2.454415252090973,2.589030499511117,2.548210720686392,,,,"['AR', 'ARNTL', 'ATF4', 'CLOCK', 'DDIT3', 'EBF1', 'EBF2', 'GLI3', 'HLF', 'MAX', 'MNT', 'MYC', 'MYCN', 'NKX3-1', 'NPAS1', 'NPAS2', 'PTF1A', 'SMAD3', 'TAL1', 'TBX5', 'TCF12', 'USF1', 'USF2', 'ZNF189', 'ZNF711']","['GLIS1', 'GLIS2', 'IKZF3', 'L3MBTL2', 'OSR2', 'PATZ1', 'PRDM1', 'PRDM10', 'REPIN1', 'SCRT2', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZEB2', 'ZFX', 'ZNF189', 'ZNF223', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF398', 'ZNF518A', 'ZNF600', 'ZNF629', 'ZNF692', 'ZNF770', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5C']",['H3K27ac']
chr1,32186044,32186544,8.930912473378434,8.103457188994613,7.372415899915992,8.18441635327751,7.007013583774541,6.496382244190343,"['CCDC28B', 'TXLNA']","[-0.251314225991465, 0.0062186420588319]","[0.0685364194004288, 0.974376851330274]","['ARNTL', 'ASCL1', 'ASCL2', 'KLF14', 'MAX', 'MNT', 'MYC', 'MYCN', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-2', 'NPAS1', 'NPAS2', 'OLIG2', 'PLAGL1', 'PTF1A', 'RFX5', 'RUNX1', 'RUNX2', 'SIX2', 'SNAI1', 'SNAI2', 'TAL1', 'TCF12', 'TCF3', 'TCF4', 'THRB', 'ZBTB7A', 'ZEB1', 'ZEB2', 'ZFX', 'ZNF263', 'ZNF711']","['KLF16', 'PATZ1', 'PRDM10', 'ZBTB17', 'ZNF610', 'ZNF692', 'ZNF701']","['H3K27ac', 'H3K36me3']"
chr1,33126948,33127570,4.212649193795237,5.740596184081121,3.0876604756004067,3.0659036244981235,3.747123083370088,3.8531942359792217,,,,"['EHF', 'ELF1', 'ELF3', 'ELF4', 'ELF5', 'ELK1', 'ELK4', 'ETV1', 'ETV4', 'FLI1', 'GABPA', 'HSF1', 'MITF', 'MYC', 'NFATC1', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NR2E1', 'SMAD3', 'SPIB', 'TAL1']","['ARNT', 'BCL11B', 'BCL6B', 'CTBP1', 'CTCF', 'EGR2', 'ELF4', 'FEZF1', 'FOXM1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF17', 'KLF7', 'KLF8', 'L3MBTL2', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'SP2', 'SP3', 'SP7', 'TRIM28', 'YY1', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB26', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF350', 'ZNF366', 'ZNF394', 'ZNF449', 'ZNF501', 'ZNF513', 'ZNF518A', 'ZNF548', 'ZNF561', 'ZNF580', 'ZNF596', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF768', 'ZNF770', 'ZNF792', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,33338554,33339092,2.8538763986904274,2.957360452114811,3.20354716754332,2.766059591717949,3.3772057439084326,3.680889729198021,,,,"['BHLHE41', 'CRX', 'ESRRA', 'IRF1', 'IRF2', 'IRF4', 'IRF8', 'KLF14', 'MAZ', 'NANOG', 'NKX2-1', 'NKX2-5', 'NKX3-1', 'RARA', 'RBPJ', 'SIX2', 'SP5', 'STAT3', 'TBP', 'TBX5', 'WT1', 'ZNF281', 'ZNF467', 'ZNF711']","['CTCF', 'FOXM1', 'GLIS1', 'KLF17', 'L3MBTL2', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'ZBTB17', 'ZFX', 'ZNF335', 'ZNF341', 'ZNF398', 'ZNF664', 'ZNF777']","['H3K27ac', 'H3K4me1']"
chr1,39110548,39111048,2.7486076968304984,2.994536356009318,3.239848097449247,2.3420832277875534,2.614739671702155,3.6132651214415454,"['MACF1', 'BMP8A']","[0.0402255507319166, 0.112908036178487]","[0.832703424987856, 0.606258331909411]","['ARNTL', 'ATF1', 'ATF2', 'ATF4', 'ATF7', 'CDX2', 'CREB5', 'DDIT3', 'DMC1', 'EOMES', 'ESRRA', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'MNT', 'MYC', 'MYCN', 'NFATC1', 'NFIL3', 'NFIX', 'NKX2-1', 'NKX3-1', 'NKX3-2', 'NPAS1', 'NPAS2', 'PITX1', 'TBR1', 'TEAD3']","['ATF2', 'SP7', 'ZBTB21', 'ZNF121', 'ZNF629']",['H3K4me1']
