chrom,start,end,CC_R1,CC_R2,CC_R3,CTCF_R1,CTCF_R2,CTCF_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,198903244,198903744,1.6022213771041385,1.681681418089517,1.8834754280800243,2.146904700026687,2.249951898916515,2.0111414150269966,,,,"['AR', 'CUX1', 'HOXB4', 'HSF1', 'IRF4', 'KLF1', 'KLF14', 'KLF5', 'KLF6', 'MAFA', 'MAFF', 'MAZ', 'MYB', 'MYBL1', 'MYBL2', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-1', 'NKX3-2', 'PDX1', 'PITX1', 'SMAD2', 'SMAD3', 'SMAD4', 'SP2', 'SP5', 'TAL1', 'TBX5', 'TGIF1', 'TGIF2', 'TP63', 'TWIST2', 'WT1', 'ZBTB7A', 'ZFX', 'ZIC1', 'ZNF281', 'ZNF341', 'ZNF467', 'ZNF711']","['PKNOX1', 'PRDM1', 'ZNF341']",['H3K4me1']
chr1,223642371,223642871,3.391180947818917,3.0993675389363045,2.7783789588457752,2.994661964167894,3.036972110471675,3.034167545264287,['CAPN8'],[-2.19113840859117],[0.11949206714608],"['AR', 'BCL6', 'EBF2', 'ERG', 'ETV1', 'ETV2', 'GLI3', 'HOXD12', 'LEF1', 'MEF2A', 'MEF2B', 'NKX2-2', 'NR2F2', 'RFX6', 'RORA', 'STAT3', 'THRB', 'ZBTB7A', 'ZNF652', 'ZNF669']","['GLIS1', 'GLIS2', 'IKZF3', 'MAZ', 'PATZ1', 'PRDM6', 'ZIC2', 'ZNF223', 'ZNF24', 'ZNF302', 'ZNF335', 'ZNF341', 'ZNF398', 'ZNF518A', 'ZNF660', 'ZNF677']",['H3K4me1']
chr1,225464624,225465153,2.1507065397900718,2.5620367059937794,2.817313035341862,3.6306448257278863,3.685737050479556,3.466132149626812,"['ENAH', 'LBR']","[-1.50488803557073, -1.61608026946864]","[3.91827446499507e-16, 7.64739324158712e-15]","['ARNT', 'ATF1', 'ATF2', 'ATF7', 'CRX', 'EBF1', 'EBF2', 'EHF', 'ELF3', 'ELF5', 'EPAS1', 'ERG', 'ETS1', 'ETV2', 'GLI3', 'HOXA11', 'HOXA9', 'HOXD11', 'ISL1', 'NANOG', 'NKX2-5', 'NKX6-1', 'NR2F1', 'NR2F2', 'NR2F6', 'PITX1', 'POU1F1', 'RARA', 'SMAD2', 'SMAD3', 'SMAD4', 'SOX10', 'SOX3', 'SOX4', 'STAT6', 'TBP', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'TP53', 'ZBTB7A', 'ZFP809', 'ZNF322', 'ZNF416']","['GLIS1', 'GLIS2', 'IKZF3', 'ZBTB44', 'ZNF362']",['H3K4me1']
chr1,226479503,226480003,0.7904710038510292,1.0307619438240223,1.4012817585576485,1.717666079131111,1.5637320015158322,2.0004716958081348,"['PARP1', 'STUM']","[-1.46995233344342, -1.43931319154229]","[1.6478479665455599e-16, 6.57946506503495e-06]","['AR', 'ASCL1', 'ASCL2', 'ATOH1', 'BHLHA15', 'EHF', 'ESRRA', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'GRHL2', 'MEIS1', 'MYF5', 'MYOD1', 'MYOG', 'NEUROG2', 'OLIG2', 'PITX1', 'PTF1A', 'RARA', 'SCRT1', 'SIX2', 'TAL1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TGIF1', 'TGIF2', 'THRA', 'THRB', 'TP63', 'TRPS1', 'TWIST2']","['FEZF1', 'GFI1B', 'GLI2', 'INSM2', 'OSR2', 'PKNOX1', 'PRDM6', 'SCRT1', 'SCRT2', 'TRIM28', 'TSHZ1', 'WT1', 'ZFP69B', 'ZNF132', 'ZNF140', 'ZNF664', 'ZNF843', 'ZSCAN16', 'ZSCAN5C']",['H3K4me1']
chr1,229231278,229231778,2.249150048216623,2.5539920154922213,2.775866862137958,3.331256824403538,3.686168149674936,3.528726133605845,['RHOU'],[-1.70431368933037],[1.5291976455702001e-18],"['AR', 'ARNT', 'ATF3', 'BATF', 'BHLHE41', 'CREB1', 'EPAS1', 'ESRRA', 'ESRRG', 'ETV1', 'ETV4', 'FOSL1', 'GABPA', 'HIF1A', 'JUN', 'JUNB', 'LEF1', 'MEIS1', 'NFIA', 'NKX3-1', 'PITX1', 'PLAGL1', 'SMAD2', 'SMAD4', 'SOX3', 'SOX9', 'TCF7L1', 'TGIF1', 'TGIF2', 'THRB', 'TP53', 'TP63', 'TP73', 'ZBTB7A', 'ZIC1', 'ZIC2', 'ZIC3', 'ZNF341']","['ATF2', 'BCL6B', 'CTCF', 'EGR2', 'FEZF1', 'GLIS1', 'GLIS2', 'IKZF3', 'INSM2', 'KLF10', 'MZF1', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM6', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZIC2', 'ZNF121', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF24', 'ZNF263', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF596', 'ZNF600', 'ZNF629', 'ZNF660', 'ZNF664', 'ZNF843', 'ZSCAN21', 'ZSCAN30']","['H3K27ac', 'H3K4me1']"
chr1,234555135,234555635,2.51308388512745,2.282973206656405,2.5493916820178266,2.948778133036083,2.4946059045664666,2.8928603756902125,"['TARBP1', 'IRF2BP2']","[-1.48578046079141, -1.19266699669654]","[5.83002920666638e-17, 1.47972086644231e-14]","['BCL6', 'DLX1', 'DLX2', 'E2F3', 'EN1', 'ESRRA', 'FOXO1', 'HSF1', 'KLF14', 'LHX2', 'MAFA', 'MAZ', 'MEIS1', 'NKX6-1', 'NR2F1', 'NR2F2', 'NR2F6', 'ONECUT1', 'ONECUT2', 'PITX1', 'PRDM15', 'RARA', 'SOX9', 'SP5', 'STAT3', 'TAL1', 'TBX20', 'TGIF1', 'TGIF2', 'THRB', 'ZBTB12', 'ZBTB7A', 'ZFX', 'ZNF711']","['ATF2', 'FEZF1', 'GLIS2', 'IKZF3', 'KLF16', 'KLF17', 'L3MBTL2', 'MAZ', 'PATZ1', 'PKNOX1', 'PRDM10', 'TSHZ1', 'WT1', 'YY2', 'ZBTB17', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZIC2', 'ZNF121', 'ZNF157', 'ZNF189', 'ZNF324', 'ZNF341', 'ZNF366', 'ZNF473', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF629', 'ZNF692', 'ZNF770', 'ZNF843', 'ZSCAN18', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr10,7433349,7433874,2.2815348462330616,2.254021146594846,2.553244140920435,2.4347751424248885,2.3210030115138798,2.5018165045261687,"['ITIH5', 'SFMBT2']","[0.020690801844376, 0.0544108205823953]","[0.963643397015094, 0.674407427234766]","['AR', 'ARNT', 'ARNTL', 'BCL11A', 'BHLHE41', 'CDX2', 'EBF1', 'EBF2', 'EHF', 'ELF5', 'EPAS1', 'FOXA1', 'FOXF1', 'FOXK1', 'FOXL2', 'FOXM1', 'FOXO1', 'FOXO3', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD11', 'HOXD12', 'HOXD13', 'MYBL1', 'MYBL2', 'NPAS1', 'PHOX2A', 'PROP1', 'SOX10', 'SOX15', 'SOX2', 'SOX3', 'SOX4', 'SOX6', 'TAL1', 'THRB', 'TRPS1', 'ZNF263']","['AEBP2', 'ARNT', 'ATF2', 'BCL11A', 'BCL11B', 'BCL6B', 'CTBP1', 'FEZF1', 'FOXA1', 'FOXK2', 'FOXM1', 'GFI1B', 'GLI2', 'GLIS1', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF7', 'KLF8', 'L3MBTL2', 'LEF1', 'MAZ', 'MYNN', 'MZF1', 'OSR2', 'OVOL3', 'PKNOX1', 'PRDM4', 'PRDM6', 'SCRT1', 'SCRT2', 'SP2', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'YY1', 'ZBTB1', 'ZBTB17', 'ZBTB44', 'ZBTB6', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFP69B', 'ZIC2', 'ZNF10', 'ZNF121', 'ZNF146', 'ZNF18', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF335', 'ZNF34', 'ZNF341', 'ZNF366', 'ZNF394', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF529', 'ZNF561', 'ZNF580', 'ZNF596', 'ZNF610', 'ZNF626', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF843', 'ZSCAN23', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5A', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr10,21728892,21729450,1.0355366843077336,1.0128861960702895,1.2457573658376138,1.3816593102128736,1.4998988351385292,1.4927127213927611,"['DNAJC1', 'MLLT10']","[0.106396654559245, -0.229789136949472]","[0.264422692415346, 0.0165749574516937]","['DLX1', 'ESRRA', 'FOXA1', 'FOXA3', 'FOXD3', 'FOXK1', 'FOXM1', 'FOXO1', 'GATA3', 'GATA4', 'GATA5', 'GFI1B', 'LHX3', 'NKX3-1', 'NKX6-1', 'PDX1', 'PITX1', 'RARA', 'SMAD3', 'SOX10', 'SOX15', 'SOX17', 'SOX2', 'SOX3', 'SOX4', 'SOX6', 'SPDEF', 'STAT4', 'STAT6', 'TEAD1', 'TEAD2', 'TEAD4', 'TFCP2L1', 'THRB', 'TP53', 'TP63', 'TRPS1']","['MZF1', 'PRDM6', 'SP7', 'YY1', 'ZBTB44', 'ZEB2', 'ZNF384', 'ZNF770', 'ZSCAN4']",['H3K4me1']
chr10,22228748,22229248,2.0843608367631274,2.260047676945154,2.0285180915623537,2.3893481303166397,2.109483233706821,2.16136351866968,"['DNAJC1', 'COMMD3']","[0.106396654559245, -0.401110591723962]","[0.264422692415346, 0.0100437511534187]","['AR', 'BARX1', 'DLX1', 'DLX2', 'ESRRA', 'FOXF1', 'FOXK1', 'FOXK2', 'FOXL2', 'FOXO1', 'FOXO3', 'HAND2', 'HNF1A', 'HNF1B', 'HOXA13', 'HOXC9', 'ISL1', 'MEIS1', 'NANOG', 'NKX6-1', 'PBX2', 'PITX1', 'RARA', 'SMAD3', 'SOX2', 'SOX3', 'SOX6', 'TAL1', 'TGIF1', 'TGIF2', 'ZNF189']","['AEBP2', 'BCL11A', 'BCL11B', 'CTCF', 'GLI4', 'GLIS1', 'GLIS2', 'IKZF3', 'KLF1', 'KLF10', 'KLF7', 'KLF8', 'KLF9', 'L3MBTL2', 'MZF1', 'OVOL3', 'PATZ1', 'PRDM10', 'SP2', 'SP7', 'WT1', 'YY1', 'ZBTB1', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB48', 'ZBTB6', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP41', 'ZFP69B', 'ZFX', 'ZIC2', 'ZNF10', 'ZNF121', 'ZNF138', 'ZNF146', 'ZNF148', 'ZNF16', 'ZNF184', 'ZNF189', 'ZNF23', 'ZNF263', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF354C', 'ZNF362', 'ZNF366', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF510', 'ZNF549', 'ZNF561', 'ZNF585B', 'ZNF596', 'ZNF600', 'ZNF610', 'ZNF660', 'ZNF701', 'ZNF770', 'ZNF785', 'ZNF837', 'ZNF843', 'ZSCAN16', 'ZSCAN21', 'ZSCAN23', 'ZSCAN26', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5A', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr10,24353051,24353551,2.0452707892840998,2.086414445950614,1.7015600895458265,2.4036556041508703,2.2902822332869324,2.0457364224881407,"['ARHGAP21', 'KIAA1217']","[-0.0538941669473795, -0.193020631920221]","[0.688988371282802, 0.426262046942373]","['CDX4', 'DLX2', 'EN1', 'EOMES', 'GFI1B', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXC9', 'HOXD11', 'HOXD13', 'ISL1', 'LHX1', 'LHX2', 'LHX3', 'MEIS1', 'NANOG', 'NKX6-1', 'OLIG2', 'PLAGL1', 'RBPJ', 'STAT1', 'STAT3', 'STAT4', 'STAT5A', 'TBR1', 'TBX21', 'TBX5', 'TBX6', 'TGIF2']","['ATF2', 'ZNF341', 'ZNF770']",['H3K4me1']
chr10,27714166,27714666,1.2770307394862852,1.522468346822125,1.4814294247366808,1.3559082895210042,1.4110652506875812,1.5143338543989129,"['RAB18', 'MKX']","[-0.116729364963746, 0.0311899798506873]","[0.316745256888666, 0.854685302892736]","['CRX', 'CUX1', 'DLX1', 'DLX2', 'DLX3', 'EN1', 'HNF1A', 'HOXA13', 'HOXD12', 'IRF1', 'IRF2', 'IRF3', 'IRF7', 'IRF8', 'LHX1', 'LHX2', 'LHX3', 'NKX6-1', 'PBX2', 'PDX1', 'PGR', 'PRDM1', 'PROP1', 'SOX10', 'SOX15', 'SOX17', 'SOX2', 'SOX3', 'SOX6', 'SOX9', 'TBP', 'TEAD1', 'TEAD3', 'TEAD4', 'TGIF1', 'TGIF2', 'TRPS1']","['SCRT2', 'ZNF341', 'ZNF362', 'ZNF384']",['H3K4me1']
chr10,33478281,33478781,1.5744415400014042,1.6387222773863117,1.0607926467021709,1.493840997544584,1.7478852345465985,1.1662678950964471,['NRP1'],[-0.184646738533663],[0.0699285913381141],"['ARNT', 'ARNTL', 'BHLHE41', 'CDX2', 'FOXA1', 'FOXM1', 'GATA3', 'GATA4', 'GATA5', 'HOXA11', 'HOXD12', 'MITF', 'NKX6-1', 'PDX1', 'PGR', 'PITX1', 'POU1F1', 'SMAD3', 'SOX6', 'TAL1', 'TFE3', 'TGIF2', 'TRPS1', 'USF1', 'USF2', 'ZBTB12', 'ZBTB18']","['ARNT', 'ATF2', 'BCL11A', 'BCL11B', 'BCL6B', 'FEZF1', 'FOXA1', 'GLIS1', 'IKZF3', 'KLF7', 'KLF8', 'OSR2', 'OVOL3', 'PKNOX1', 'PRDM10', 'PRDM4', 'PRDM6', 'REST', 'SCRT1', 'SCRT2', 'SP7', 'WT1', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB44', 'ZBTB49', 'ZBTB8A', 'ZFP69B', 'ZNF189', 'ZNF263', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF391', 'ZNF513', 'ZNF558', 'ZNF580', 'ZNF600', 'ZNF610', 'ZNF629', 'ZNF692', 'ZNF843', 'ZSCAN30', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr10,60718947,60719447,1.4791210624610482,1.5081378421147422,1.6922254773052958,1.5430752657442053,1.6122688221770227,1.762385678267948,"['CDK1', 'ANK3']","[-0.286331749962366, -0.198536778387134]","[0.0022510145826013, 0.0822678060766966]","['ATF4', 'CDX2', 'CDX4', 'CEBPA', 'EOMES', 'FOXD3', 'HLF', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXC9', 'HOXD11', 'HOXD12', 'HOXD13', 'MEF2A', 'MEF2B', 'NFATC1', 'NFIL3', 'NKX6-1', 'POU1F1', 'RARA', 'RFX6', 'TBR1', 'TBX6']","['PRDM1', 'PRDM6', 'ZNF366']",['H3K4me1']
