chrom,start,end,CC_R1,CC_R2,CC_R3,LEF1_R1,LEF1_R2,LEF1_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,26865343,26865843,4.017952778779666,4.40956491242604,3.794545337312517,3.785398677396984,5.3701977751325165,5.242505733225122,"['GPN2', 'SFN']","[0.254768491665318, 0.316421806375568]","[0.0040286665284889, 0.457120229604046]","['AR', 'ESRRB', 'ESRRG', 'GLI3', 'HLF', 'MAZ', 'MYB', 'MYBL2', 'NFATC1', 'NR5A2', 'PITX1', 'PLAGL1', 'SCRT1', 'SMAD3', 'TBX21', 'TBXT', 'THRA', 'THRB', 'YY1', 'ZBTB7A', 'ZFX', 'ZNF341', 'ZNF711']","['BCL11A', 'BCL11B', 'EGR2', 'FEZF1', 'GLI4', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'OVOL3', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM2', 'PRDM4', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'WT1', 'YY1', 'YY2', 'ZBTB10', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZFX', 'ZIC2', 'ZNF121', 'ZNF146', 'ZNF148', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF394', 'ZNF398', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF692', 'ZNF76', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,28249335,28250048,6.290029374619966,6.210630251411597,4.918248467522025,6.380954288651307,6.358125427339763,6.9852523131893065,['SESN2'],[-0.0632845778895048],[0.607432264358682],"['AR', 'FOXA1', 'FOXA2', 'FOXM1', 'FOXO1', 'MAZ', 'MEF2A', 'MEF2B', 'MEF2C', 'NFIA', 'NKX2-5', 'NR2E1', 'OLIG2', 'ONECUT2', 'PITX1', 'POU1F1', 'RBPJ', 'SMAD3', 'TBX5', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'ZIC1', 'ZNF322', 'ZNF416', 'ZNF467']","['ATF2', 'FEZF1', 'IKZF3', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM4', 'SALL2', 'SP3', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZIC2', 'ZNF10', 'ZNF184', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF785', 'ZNF792', 'ZNF843', 'ZSCAN4', 'ZSCAN5A']",['H3K27ac']
chr1,31954450,31955101,2.974222578612001,3.3002743440925784,2.7173383682619208,3.1942794743768634,3.1291469284616795,3.5227747729561165,['KHDRBS1'],[-0.0474072669098783],[0.61927617095742],"['AR', 'ARNTL', 'ATF4', 'CLOCK', 'CRX', 'DDIT3', 'EBF1', 'EBF2', 'GLI3', 'HLF', 'HOXA9', 'MAX', 'MNT', 'MYC', 'MYCN', 'NKX3-1', 'NPAS1', 'NPAS2', 'PITX1', 'PTF1A', 'SMAD3', 'TAL1', 'TBX5', 'TCF12', 'USF1', 'USF2', 'ZNF322', 'ZNF711']","['GLIS1', 'GLIS2', 'IKZF3', 'L3MBTL2', 'OSR2', 'PATZ1', 'PRDM1', 'PRDM10', 'REPIN1', 'SCRT2', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZEB2', 'ZFX', 'ZNF189', 'ZNF223', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF398', 'ZNF518A', 'ZNF600', 'ZNF629', 'ZNF692', 'ZNF770', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5C']",['H3K27ac']
chr1,32062350,32062854,3.3315034040930662,3.8101264645389934,2.898969709862076,3.3856891987966007,4.620141255857368,4.6962613520863306,"['KHDRBS1', 'TMEM39B']","[-0.0474072669098783, 0.205464425550244]","[0.61927617095742, 0.0386521281349844]","['ASCL1', 'ASCL2', 'ATF1', 'ATF2', 'ATF7', 'ATOH1', 'BHLHA15', 'CDX2', 'CDX4', 'CREB1', 'CREB5', 'EGR1', 'EOMES', 'ESRRB', 'ESRRG', 'FOXO1', 'GLI2', 'GLI3', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXC9', 'HOXD10', 'HOXD11', 'HOXD13', 'JUN', 'JUND', 'KLF1', 'KLF14', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MEF2B', 'MYB', 'MYBL1', 'MYOD1', 'MYOG', 'NANOG', 'NEUROD1', 'NEUROG2', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'PBX3', 'PKNOX1', 'POU1F1', 'PTF1A', 'RFX1', 'RFX2', 'RFX3', 'RFX5', 'RFX6', 'SIX2', 'SP2', 'SP5', 'TAL1', 'TBR1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TGIF1', 'TGIF2', 'TWIST2', 'ZFX', 'ZNF341', 'ZNF711']","['ATF2', 'BCL11A', 'EGR2', 'FEZF1', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'MAZ', 'MYNN', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZFX', 'ZNF10', 'ZNF121', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF362', 'ZNF366', 'ZNF384', 'ZNF394', 'ZNF398', 'ZNF416', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF548', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF791', 'ZNF843', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,32186045,32186582,8.848883737554575,8.071633288728304,7.19401694701138,7.449613112902886,4.020701859359679,6.068104881375098,"['CCDC28B', 'TXLNA']","[-0.102642841149835, 0.227121231813493]","[0.440131233815477, 0.0084770370165223]","['ARNTL', 'ASCL1', 'ASCL2', 'KLF14', 'MAX', 'MNT', 'MYC', 'MYCN', 'NPAS1', 'NPAS2', 'OLIG2', 'PLAGL1', 'PTF1A', 'RUNX1', 'RUNX2', 'SIX2', 'SMAD2', 'SMAD3', 'SMAD4', 'SNAI1', 'SNAI2', 'TAL1', 'TCF12', 'TCF3', 'TCF4', 'THRB', 'ZBTB7A', 'ZEB1', 'ZEB2', 'ZFX', 'ZNF263', 'ZNF711']","['KLF16', 'PATZ1', 'PRDM10', 'ZBTB17', 'ZNF610', 'ZNF692', 'ZNF701']","['H3K27ac', 'H3K36me3']"
chr1,33126850,33127832,3.805637390260905,5.149937585597106,2.853981107385796,5.312922254979539,6.313085577795441,5.559870137841152,['AZIN2'],[-0.244921181391696],[0.131144342307933],"['AR', 'CTCF', 'CTCFL', 'E2F4', 'EHF', 'ELF1', 'ELF3', 'ELF4', 'ELF5', 'ELK1', 'ELK4', 'ETV1', 'ETV4', 'FLI1', 'GABPA', 'HAND2', 'HSF1', 'MITF', 'MYC', 'NFYA', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NR2E1', 'SMAD3', 'SP2', 'SPIB', 'ZNF263']","['ARNT', 'BCL11B', 'BCL6B', 'CTBP1', 'CTCF', 'EGR2', 'ELF4', 'FEZF1', 'FOXM1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF17', 'KLF7', 'KLF8', 'L3MBTL2', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'SP2', 'SP3', 'SP7', 'TRIM28', 'YY1', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB26', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF350', 'ZNF366', 'ZNF394', 'ZNF404', 'ZNF449', 'ZNF501', 'ZNF513', 'ZNF518A', 'ZNF548', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF596', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF768', 'ZNF770', 'ZNF792', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,33338552,33339059,3.0422491461140777,3.171313505965554,3.347614708929582,2.666359858767679,2.6796841605444994,2.7720057019606745,['A3GALT2'],[0.0572997278696074],[0.953207057471894],"['BHLHE41', 'CEBPA', 'CRX', 'IRF1', 'IRF2', 'IRF4', 'IRF8', 'KLF14', 'MAZ', 'NKX2-1', 'NKX2-5', 'NKX3-1', 'RBPJ', 'SIX2', 'SP5', 'STAT3', 'TBP', 'TBX5', 'WT1', 'ZNF281', 'ZNF467', 'ZNF711']","['CTCF', 'FOXM1', 'GLIS1', 'KLF17', 'L3MBTL2', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'ZBTB17', 'ZFX', 'ZNF335', 'ZNF341', 'ZNF398', 'ZNF664', 'ZNF777']","['H3K27ac', 'H3K4me1']"
chr1,38985452,38985978,1.278886173325717,1.1545114122925957,1.280454802462071,1.4028460986260782,1.2019244441842103,1.3822107909210273,"['AKIRIN1', 'RHBDL2']","[-0.0332318219083111, -0.239031893733808]","[0.734928601783867, 0.61292397562379]","['CRX', 'ESRRA', 'FOXA1', 'FOXD3', 'FOXH1', 'FOXL2', 'FOXM1', 'GSC', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'NFATC1', 'NKX2-1', 'NKX2-2', 'OTX2', 'PGR', 'PITX1', 'RBPJ', 'SMAD3', 'STAT1', 'STAT3', 'STAT4', 'STAT5A', 'STAT6', 'TBP', 'TRPS1']","['EGR2', 'GLIS1', 'IKZF3', 'PRDM1', 'PRDM10', 'ZFHX2', 'ZNF341', 'ZNF600']",['H3K4me1']
chr1,39110548,39111048,2.7486076968304984,2.994536356009318,3.239848097449247,3.0555818903054788,2.2887809786625555,3.021140935127887,"['MACF1', 'BMP8A']","[0.0269775299583849, -0.149607956627411]","[0.848822291272352, 0.360204716792203]","['ARNTL', 'ATF1', 'ATF2', 'ATF4', 'ATF7', 'CDX2', 'CREB5', 'DDIT3', 'DMC1', 'EOMES', 'ESRRA', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'MNT', 'MYC', 'MYCN', 'NFATC1', 'NFIL3', 'NFIX', 'NKX2-1', 'NKX3-1', 'NKX3-2', 'NPAS1', 'NPAS2', 'PITX1', 'TBR1', 'TEAD3']","['ATF2', 'SP7', 'ZBTB21', 'ZNF121', 'ZNF629']",['H3K4me1']
chr1,39183543,39184053,2.954921487538124,3.430230066072752,3.0844935406793894,2.332035288844385,2.509188784718013,2.6423070394511763,"['MACF1', 'BMP8A']","[0.0269775299583849, -0.149607956627411]","[0.848822291272352, 0.360204716792203]","['ARNTL', 'ATF4', 'BCL6', 'CRX', 'CTCFL', 'DDIT3', 'GLI3', 'GSC', 'HOXD12', 'MNT', 'MYB', 'MYBL1', 'MYBL2', 'NPAS1', 'NR2E1', 'OTX2', 'PITX1', 'PLAGL1', 'RBPJ', 'TAL1', 'TBX5', 'TGIF1', 'TGIF2', 'ZBTB18', 'ZFX', 'ZIC1', 'ZNF711']","['ATF2', 'BCL11A', 'BCL11B', 'BCL6B', 'CTCF', 'FEZF1', 'GFI1B', 'GLI2', 'GLIS1', 'GLIS2', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SP2', 'SP3', 'SP7', 'TSHZ1', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF558', 'ZNF580', 'ZNF600', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF692', 'ZNF792', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZSCAN30', 'ZSCAN5C', 'ZXDB']",['H3K4me1']
