chrom,start,end,CC_R1,CC_R2,CC_R3,CTCF_R1,CTCF_R2,CTCF_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,13797218,13797801,2.1400706114093397,1.993361508285092,2.2894246522778645,2.0315642846382502,2.1427475866125447,2.059164015695402,,,,"['ARNTL', 'ASCL1', 'ASCL2', 'BHLHE41', 'CRX', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'DMRT1', 'EN1', 'HOXA11', 'HOXA13', 'ISL1', 'LHX1', 'LHX2', 'LHX3', 'MITF', 'MYC', 'MYCN', 'NFIX', 'NKX2-1', 'NKX3-1', 'NKX3-2', 'NKX6-1', 'NPAS1', 'NPAS2', 'NPAS4', 'OLIG2', 'PDX1', 'PITX1', 'PTF1A', 'RUNX1', 'SNAI1', 'SNAI2', 'TAL1', 'TBX5', 'TCF12', 'TCF3', 'TGIF2', 'ZEB1', 'ZIC1']","['FEZF1', 'GFI1B', 'OSR2', 'SP7', 'ZIC2']",['H3K4me1']
chr1,14732849,14733651,4.937830780360726,5.074707562864431,6.428501710212836,5.97314677151294,5.915698445785734,6.735630837905752,,,,"['AR', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'E2F3', 'E2F4', 'EBF1', 'EHF', 'ELF3', 'ELF4', 'ELF5', 'EN1', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'FLI1', 'FOXH1', 'HOXA11', 'HOXA9', 'HOXD10', 'HOXD11', 'ISL1', 'KLF14', 'LHX1', 'LHX2', 'LHX3', 'NANOG', 'NKX2-2', 'NKX3-2', 'NKX6-1', 'PBX2', 'PDX1', 'PRDM15', 'RELA', 'RFX2', 'RFX6', 'SMAD3', 'SP5', 'SPI1', 'SPIB', 'STAT3', 'STAT4', 'TFAP2A', 'TFAP2C', 'TGIF1', 'THRB', 'TP53', 'TP63', 'TP73']","['SP7', 'ZBTB17', 'ZBTB20', 'ZBTB44', 'ZFHX2', 'ZIC2', 'ZNF189']",['H3K27ac']
chr1,15886129,15886629,5.675652205831394,7.551841253954409,5.667307032544953,3.585035641538217,4.60435642123291,4.089637037066719,"['SPEN', 'ZBTB17']","[0.490607531162704, 0.137691602898812]","[0.017591909122755, 0.239419961194379]","['EHF', 'ELF3', 'ELF4', 'ELF5', 'FOXO1', 'GLI3', 'NEUROG2', 'NFIA', 'NFIX', 'NR2E1', 'PRDM10', 'SMAD3', 'SOX9', 'SPDEF', 'SPIB', 'TAL1', 'TBX5', 'TBX6', 'TFCP2L1', 'TGIF2', 'ZIC1', 'ZNF416']","['CTCF', 'GLI2', 'GLIS1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF7', 'KLF8', 'KLF9', 'LEF1', 'MAZ', 'OSR2', 'PATZ1', 'PRDM10', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'TRIM28', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB6', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZIC2', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF221', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF362', 'ZNF366', 'ZNF394', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF600', 'ZNF610', 'ZNF624', 'ZNF629', 'ZNF660', 'ZNF770', 'ZNF843', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,15893134,15893675,3.512803927691705,3.720255726427701,3.221957954480975,2.2891958134770194,2.5449959186263293,2.6844096397776736,"['SPEN', 'ZBTB17']","[0.490607531162704, 0.137691602898812]","[0.017591909122755, 0.239419961194379]","['ATF3', 'BACH1', 'BACH2', 'BATF', 'CRX', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'EHF', 'ELF4', 'EN1', 'ERG', 'ETV1', 'ETV4', 'FLI1', 'FOSL1', 'GATA4', 'GSC', 'JUN', 'JUNB', 'KLF1', 'KLF5', 'KLF6', 'LHX2', 'LHX3', 'MAZ', 'MEIS1', 'NANOG', 'NFE2', 'NFE2L2', 'NKX6-1', 'PGR', 'PHOX2A', 'POU1F1', 'PROP1', 'RARA', 'RUNX1', 'SP2', 'TAL1', 'TGIF1', 'TGIF2', 'TRPS1', 'ZNF467']","['KLF1', 'TSHZ1', 'ZBTB8A', 'ZEB2', 'ZNF121']","['H3K27ac', 'H3K4me1']"
chr1,16176340,16176857,1.941270770375319,1.6325789886238518,1.6817977950685246,1.718165400665742,1.7227681422334944,1.9706003165754544,['ARHGEF19'],[1.21565510315046],[1.10918719233161e-07],"['ASCL1', 'ATOH1', 'DMC1', 'EBF1', 'EGR1', 'ERG', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXD3', 'FOXO1', 'GABPA', 'GLI3', 'HOXA13', 'KLF14', 'MAZ', 'NEUROG2', 'PITX1', 'PRDM10', 'SMAD3', 'SMAD4', 'TAL1', 'TBP', 'TWIST2', 'ZNF263', 'ZNF415']","['BCL11A', 'GFI1B', 'INSM2', 'KLF8', 'PATZ1', 'PRDM1', 'PRDM10', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZEB2', 'ZFP69B', 'ZNF18', 'ZNF2', 'ZNF266', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF391', 'ZNF561', 'ZNF596', 'ZNF623', 'ZNF629', 'ZNF660', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,17443220,17443764,3.035584603245683,2.925720975912198,3.649502591742309,4.019571116224883,4.19916785485318,4.318654243255725,,,,"['AR', 'ATF3', 'BATF', 'ELK4', 'EN1', 'FOSL1', 'FOSL2', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'JUNB', 'NFYA', 'PITX1', 'RELA', 'TGIF1', 'TGIF2', 'THRB']","['ZEB2', 'ZIC2', 'ZNF121', 'ZNF366', 'ZNF449', 'ZNF768']",['H3K27ac']
chr1,21149849,21150456,2.1851983119058858,1.9445234576097967,1.8463285902777544,1.6511859079919935,1.570087116033109,1.651198392108065,,,,"['BARX1', 'BCL11A', 'HAND2', 'ISL1', 'LEF1', 'MAFB', 'MEF2A', 'MEF2B', 'MEF2C', 'MEF2D', 'MITF', 'MYOD1', 'NANOG', 'NKX6-1', 'PGR', 'PITX1', 'PRDM15', 'RUNX1', 'SF1', 'SMAD3', 'SNAPC1', 'SP2', 'SRF', 'STAT6', 'TAL1', 'TCF7', 'THRB', 'YY1', 'ZIC1']","['ATF2', 'GLIS1', 'INSM2', 'KLF10', 'KLF17', 'KLF7', 'MYNN', 'OSR2', 'PRDM6', 'WT1', 'YY1', 'YY2', 'ZBTB44', 'ZFP69B', 'ZNF10', 'ZNF16', 'ZNF184', 'ZNF341', 'ZNF600', 'ZNF629', 'ZNF660', 'ZNF692']","['H3K27ac', 'H3K36me3', 'H3K4me1']"
chr1,24972136,24972758,7.899938866109982,8.36726000412291,8.624686908548183,9.15073862348974,8.341275833306936,6.980362650818339,,,,"['CUX2', 'EHF', 'ESRRB', 'FOXK2', 'FOXO1', 'GATA3', 'NR2F2', 'NR2F6', 'ONECUT1', 'ONECUT2', 'POU1F1', 'RELA', 'SMAD3', 'SOX17', 'SPI1', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'TP53', 'TP63', 'TP73', 'TRPS1', 'TWIST2', 'ZFP809', 'ZNF189', 'ZNF263', 'ZNF341', 'ZNF416', 'ZNF467']","['TRIM28', 'ZBTB17']",['H3K27ac']
chr1,25922349,25922903,2.809705259719422,3.191657915268266,2.6520890061709665,3.0590943428302038,3.385028642533769,3.209835347645124,['PAFAH2'],[-0.123397343786627],[0.297247566012596],"['AR', 'ASCL1', 'BCL6', 'EN1', 'EOMES', 'HOXA9', 'HOXD11', 'HOXD12', 'KLF5', 'MAZ', 'MYBL2', 'MYF5', 'MYOD1', 'MYOG', 'NANOG', 'NEUROG2', 'NFYA', 'PRDM14', 'PTF1A', 'SMAD3', 'SNAI1', 'SNAI2', 'SP2', 'TAL1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TFAP4', 'THRB', 'TWIST2', 'ZEB1', 'ZEB2', 'ZNF341']","['CTCF', 'GLIS2', 'KLF1', 'KLF10', 'KLF8', 'KLF9', 'L3MBTL2', 'PRDM10', 'SCRT1', 'SCRT2', 'SP2', 'YY2', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB8A', 'ZFX', 'ZNF189', 'ZNF335', 'ZNF341', 'ZNF391', 'ZNF449', 'ZNF561', 'ZNF660', 'ZNF843', 'ZSCAN5A']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,26865343,26865843,4.017952778779666,4.40956491242604,3.794545337312517,4.296271462709601,4.619429862047824,4.482786345753189,"['GPN2', 'SFN']","[0.109034781402558, 0.175444148594144]","[0.229061819789175, 0.716138237825212]","['AR', 'ESRRB', 'ESRRG', 'GLI3', 'HLF', 'MAZ', 'MYB', 'MYBL2', 'NFATC1', 'NR5A2', 'PITX1', 'PLAGL1', 'SCRT1', 'SMAD3', 'TBX21', 'TBXT', 'THRA', 'THRB', 'YY1', 'ZBTB7A', 'ZFX', 'ZNF341', 'ZNF711']","['BCL11A', 'BCL11B', 'EGR2', 'FEZF1', 'GLI4', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'OVOL3', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM2', 'PRDM4', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'WT1', 'YY1', 'YY2', 'ZBTB10', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZFX', 'ZIC2', 'ZNF121', 'ZNF146', 'ZNF148', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF394', 'ZNF398', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF692', 'ZNF76', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,28249350,28249952,6.5838962833710095,6.499079929046479,5.025332552566257,4.339690050113834,3.704039109800342,3.879009165808172,['SESN2'],[-0.167433909902762],[0.11311741720117],"['AR', 'ATF4', 'DDIT3', 'EN1', 'FOXA1', 'FOXF1', 'FOXL2', 'FOXO1', 'HLF', 'MAZ', 'MEF2A', 'MEF2B', 'MEF2C', 'MEF2D', 'NANOG', 'NFIA', 'NFYA', 'NKX2-5', 'NR2E1', 'PITX1', 'RBPJ', 'SMAD3', 'TAL1', 'TBX5', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'ZIC1', 'ZNF264', 'ZNF416', 'ZNF467']","['ATF2', 'FEZF1', 'IKZF3', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM4', 'SP3', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZIC2', 'ZNF10', 'ZNF184', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF785', 'ZNF792', 'ZNF843', 'ZSCAN4', 'ZSCAN5A']",['H3K27ac']
chr1,30748050,30748638,7.007481353575447,8.128639430780753,8.464595394333003,6.9560920061364,8.0122719812227,7.496987617177712,,,,"['AR', 'ATOH1', 'BHLHA15', 'EGR1', 'EOMES', 'HOXA11', 'HOXD11', 'KLF1', 'KLF14', 'KLF3', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MYBL1', 'NANOG', 'NEUROG2', 'NKX2-1', 'NKX3-2', 'NKX6-1', 'NR2F1', 'NR2F2', 'NR2F6', 'OLIG2', 'PLAGL1', 'RARA', 'SMAD3', 'SOX10', 'SOX15', 'SOX17', 'SOX3', 'SOX9', 'SP2', 'SP5', 'TBR1', 'TBX21', 'TBX5', 'TCF4', 'TFAP2A', 'TFAP2C', 'TFCP2L1', 'THRB', 'TP53', 'TP63', 'TP73', 'TWIST1', 'TWIST2', 'WT1', 'ZFX', 'ZNF263', 'ZNF281', 'ZNF322', 'ZNF467', 'ZNF711']","['GLIS2', 'IKZF3', 'KLF1', 'KLF17', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'SP2', 'SP3', 'SP7', 'TRIM28', 'YY2', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZEB1', 'ZFHX2', 'ZNF121', 'ZNF302', 'ZNF335', 'ZNF394', 'ZNF416', 'ZNF518A', 'ZNF660', 'ZNF670', 'ZNF692', 'ZNF777', 'ZSCAN30']",['H3K27ac']
chr1,31954450,31955041,3.0517413841131638,3.3025950865858547,2.7314825556727684,2.423044626188235,2.321344134825388,2.0274621441855856,,,,"['AR', 'ARNTL', 'CLOCK', 'EBF1', 'EBF2', 'GLI3', 'MAX', 'MNT', 'MYC', 'MYCN', 'NKX3-1', 'NPAS1', 'NPAS2', 'PTF1A', 'SMAD3', 'TAL1', 'TBX5', 'TCF12', 'USF1', 'USF2', 'ZNF189', 'ZNF711']","['GLIS1', 'GLIS2', 'IKZF3', 'L3MBTL2', 'OSR2', 'PATZ1', 'PRDM1', 'PRDM10', 'REPIN1', 'SCRT2', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZEB2', 'ZFX', 'ZNF189', 'ZNF223', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF398', 'ZNF518A', 'ZNF600', 'ZNF629', 'ZNF692', 'ZNF770', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5C']",['H3K27ac']
chr1,32186072,32186647,8.727666152108618,8.018220492763316,7.143596306788426,5.624078504537175,5.134991230579948,4.845660593952453,"['CCDC28B', 'TXLNA']","[-0.0608712965618469, 0.106841469994176]","[0.672704602034818, 0.227637134679474]","['ARNTL', 'ASCL1', 'ASCL2', 'EOMES', 'MAX', 'MNT', 'MYC', 'MYCN', 'NPAS1', 'NPAS2', 'OLIG2', 'PLAGL1', 'POU1F1', 'PTF1A', 'RUNX1', 'RUNX2', 'SIX2', 'SMAD2', 'SMAD3', 'SMAD4', 'SNAI1', 'SNAI2', 'TAL1', 'TBR1', 'TBX21', 'TCF12', 'TCF3', 'TCF4', 'TWIST2', 'ZEB1', 'ZEB2', 'ZNF263']","['KLF16', 'PATZ1', 'PRDM10', 'ZBTB17', 'ZNF610', 'ZNF692', 'ZNF701']","['H3K27ac', 'H3K36me3']"
chr1,33126949,33127649,4.163723206291812,5.47630312539327,3.067247190980895,4.641831720765775,5.414867402068813,2.914671324770939,,,,"['CTCF', 'CTCFL', 'E2F4', 'EHF', 'ELF1', 'ELF3', 'ELF4', 'ELF5', 'ELK1', 'ELK4', 'ETV1', 'ETV4', 'FLI1', 'GABPA', 'HSF1', 'MITF', 'MYC', 'NFATC1', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NR2E1', 'SMAD3', 'SP2', 'SPIB', 'ZNF263']","['ARNT', 'BCL11B', 'BCL6B', 'CTBP1', 'CTCF', 'EGR2', 'ELF4', 'FEZF1', 'FOXM1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF17', 'KLF7', 'KLF8', 'L3MBTL2', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'SP2', 'SP3', 'SP7', 'TRIM28', 'YY1', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB26', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF350', 'ZNF366', 'ZNF394', 'ZNF449', 'ZNF501', 'ZNF513', 'ZNF518A', 'ZNF548', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF596', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF768', 'ZNF770', 'ZNF792', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,33338547,33339143,2.6954754578822038,2.7350934896455144,2.9561621362719177,2.775259009255252,3.06828110130128,2.6520525392307555,['A3GALT2'],[-0.948393780384264],[0.247146539443729],"['BHLHE41', 'CRX', 'ESRRA', 'IRF1', 'IRF2', 'IRF4', 'IRF8', 'KLF14', 'MAZ', 'NANOG', 'NKX2-1', 'NKX2-5', 'NKX3-1', 'RARA', 'RBPJ', 'RUNX1', 'RUNX2', 'SIX2', 'SOX10', 'SOX3', 'SOX6', 'SOX9', 'SP5', 'STAT3', 'TBX5', 'WT1', 'ZNF281', 'ZNF467', 'ZNF711']","['CTCF', 'FOXM1', 'GLIS1', 'KLF17', 'L3MBTL2', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'ZBTB17', 'ZFX', 'ZNF335', 'ZNF341', 'ZNF398', 'ZNF664', 'ZNF777']","['H3K27ac', 'H3K4me1']"
