chrom,start,end,CC_R1,CC_R2,CC_R3,ATF2_R1,ATF2_R2,ATF2_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,26865348,26865848,4.015274143593814,4.406759124654819,3.794004880776793,2.7915153735817477,2.630593900632858,2.635285100815298,"['GPN2', 'SFN']","[0.0531740566320816, 2.9383294376857]","[0.495261611747812, 2.93307286433942e-12]","['AR', 'ESRRB', 'ESRRG', 'GLI3', 'HLF', 'MAZ', 'MYB', 'MYBL2', 'NR5A2', 'PITX1', 'PLAGL1', 'SCRT1', 'SMAD3', 'TBX21', 'TBXT', 'THRA', 'THRB', 'YY1', 'ZBTB7A', 'ZFX', 'ZNF341', 'ZNF711']","['BCL11A', 'BCL11B', 'EGR2', 'FEZF1', 'GLI4', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'OVOL3', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM2', 'PRDM4', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'WT1', 'YY1', 'YY2', 'ZBTB10', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZFX', 'ZIC2', 'ZNF121', 'ZNF146', 'ZNF148', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF394', 'ZNF398', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF692', 'ZNF76', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,28249351,28250051,6.388365545367759,6.249716331249324,4.98132515819846,1.0160644454801615,1.322918815642709,1.4918467473828405,['SESN2'],[-1.44147192668705],[4.40164322747829e-16],"['AR', 'FOXA1', 'FOXA2', 'FOXM1', 'FOXO1', 'MAZ', 'MEF2A', 'MEF2B', 'MEF2C', 'NFIA', 'NKX2-5', 'NR2E1', 'OLIG2', 'ONECUT2', 'PITX1', 'POU1F1', 'RBPJ', 'SMAD3', 'TBX5', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'ZIC1', 'ZNF322', 'ZNF416', 'ZNF467']","['ATF2', 'FEZF1', 'IKZF3', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM4', 'SALL2', 'SP3', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZIC2', 'ZNF10', 'ZNF184', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF785', 'ZNF792', 'ZNF843', 'ZSCAN4', 'ZSCAN5A']",['H3K27ac']
chr1,30748047,30748639,7.014675892952834,8.128639430780751,8.471708499706393,5.811702289277254,2.624268302769505,2.9567224821329394,,,,"['AR', 'ATOH1', 'BHLHA15', 'EGR1', 'EOMES', 'HOXA11', 'HOXD11', 'KLF1', 'KLF14', 'KLF3', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MYBL1', 'NANOG', 'NEUROG2', 'NKX2-1', 'NKX3-2', 'NKX6-1', 'NR2F1', 'NR2F2', 'NR2F6', 'OLIG2', 'PLAGL1', 'RARA', 'SMAD3', 'SOX10', 'SOX15', 'SOX17', 'SOX3', 'SOX9', 'SP2', 'SP5', 'TBR1', 'TBX21', 'TBX5', 'TCF4', 'TFAP2A', 'TFAP2C', 'TFCP2L1', 'THRB', 'TP53', 'TP63', 'TP73', 'TWIST1', 'TWIST2', 'WT1', 'ZFX', 'ZNF263', 'ZNF281', 'ZNF322', 'ZNF467', 'ZNF711']","['GLIS2', 'IKZF3', 'KLF1', 'KLF17', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'SP2', 'SP3', 'SP7', 'TRIM28', 'YY2', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZEB1', 'ZFHX2', 'ZNF121', 'ZNF302', 'ZNF335', 'ZNF394', 'ZNF416', 'ZNF518A', 'ZNF660', 'ZNF670', 'ZNF692', 'ZNF777', 'ZSCAN30']",['H3K27ac']
chr1,31954450,31955128,2.9034339539144907,3.264513311143,2.708182859136946,2.3229758541620456,2.2014232372650566,1.959464965170881,['KHDRBS1'],[-0.535492242198266],[3.89993458497201e-09],"['AR', 'ARNTL', 'ATF4', 'CLOCK', 'CRX', 'DDIT3', 'EBF1', 'EBF2', 'EHF', 'ELF1', 'ELF3', 'ELF4', 'ELF5', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'GABPA', 'GLI3', 'HLF', 'HOXA9', 'MAX', 'MNT', 'MYC', 'MYCN', 'NKX3-1', 'NPAS1', 'NPAS2', 'NR2E1', 'PITX1', 'PTF1A', 'SMAD3', 'SPI1', 'SPIB', 'TAL1', 'TBX5', 'TCF12', 'USF1', 'USF2', 'ZNF322']","['GLIS1', 'GLIS2', 'IKZF3', 'L3MBTL2', 'OSR2', 'PATZ1', 'PRDM1', 'PRDM10', 'REPIN1', 'SCRT2', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZEB2', 'ZFX', 'ZNF189', 'ZNF223', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF398', 'ZNF518A', 'ZNF600', 'ZNF629', 'ZNF692', 'ZNF770', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5C']",['H3K27ac']
chr1,32062350,32062850,3.329444825841064,3.820223843092577,2.886627489709896,2.701480096871611,2.826866630914508,2.320385127089992,"['KHDRBS1', 'TMEM39B']","[-0.535492242198266, -0.789626990886188]","[3.89993458497201e-09, 1.01929377885543e-10]","['ASCL1', 'ASCL2', 'ATF1', 'ATF2', 'ATF7', 'ATOH1', 'BHLHA15', 'CDX2', 'CDX4', 'CREB1', 'CREB5', 'EGR1', 'EOMES', 'ESRRB', 'ESRRG', 'FOXO1', 'GLI2', 'GLI3', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXC9', 'HOXD10', 'HOXD11', 'HOXD13', 'JUN', 'JUND', 'KLF1', 'KLF14', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MEF2B', 'MYB', 'MYBL1', 'MYOD1', 'MYOG', 'NANOG', 'NEUROD1', 'NEUROG2', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'PBX3', 'PKNOX1', 'POU1F1', 'PRDM10', 'PTF1A', 'RFX1', 'RFX2', 'RFX3', 'RFX5', 'RFX6', 'SIX2', 'SP2', 'SP5', 'TAL1', 'TBR1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TGIF1', 'TGIF2', 'TWIST2', 'ZFX', 'ZNF341', 'ZNF711']","['ATF2', 'BCL11A', 'EGR2', 'FEZF1', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'MAZ', 'MYNN', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZFX', 'ZNF10', 'ZNF121', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF362', 'ZNF366', 'ZNF384', 'ZNF394', 'ZNF398', 'ZNF416', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF548', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF791', 'ZNF843', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,33338552,33339089,2.903319746831736,2.995007446900047,3.239008437450402,1.9540413747870848,2.624065656568518,2.1017212038601025,"['A3GALT2', 'PHC2']","[-1.02485137740228, -0.11455071510208]","[0.127131952882222, 0.080401777187493]","['BHLHE41', 'CRX', 'ESRRA', 'IRF1', 'IRF2', 'IRF4', 'IRF8', 'KLF14', 'MAZ', 'NANOG', 'NKX2-1', 'NKX2-5', 'NKX3-1', 'RARA', 'RBPJ', 'SIX2', 'SP5', 'STAT3', 'TBP', 'TBX5', 'WT1', 'ZNF281', 'ZNF467', 'ZNF711']","['CTCF', 'FOXM1', 'GLIS1', 'KLF17', 'L3MBTL2', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'ZBTB17', 'ZFX', 'ZNF335', 'ZNF341', 'ZNF398', 'ZNF664', 'ZNF777']","['H3K27ac', 'H3K4me1']"
chr1,39110548,39111048,2.7486076968304984,2.994536356009318,3.239848097449247,1.3022030610001183,1.6478738739295489,1.9244676083538284,"['MACF1', 'BMP8A']","[0.658236911061671, 0.201974738501797]","[1.74049073801842e-08, 0.113061412042291]","['ARNTL', 'ATF1', 'ATF2', 'ATF4', 'ATF7', 'CDX2', 'CREB5', 'DDIT3', 'DMC1', 'EOMES', 'ESRRA', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'MNT', 'MYC', 'MYCN', 'NFATC1', 'NFIL3', 'NFIX', 'NKX2-1', 'NKX3-1', 'NKX3-2', 'NPAS1', 'NPAS2', 'PITX1', 'TBR1', 'TEAD3']","['ATF2', 'SP7', 'ZBTB21', 'ZNF121', 'ZNF629']",['H3K4me1']
chr1,39183536,39184036,2.9394832313326167,3.424599874714094,3.085933248979787,1.9912953733121133,2.0667242264252352,1.9751777805910384,"['MACF1', 'BMP8A']","[0.658236911061671, 0.201974738501797]","[1.74049073801842e-08, 0.113061412042291]","['ATF4', 'BCL6', 'CRX', 'CTCFL', 'DDIT3', 'GLI3', 'GSC', 'HOXD12', 'MYB', 'MYBL1', 'MYBL2', 'NR2E1', 'OTX2', 'PITX1', 'PLAGL1', 'RBPJ', 'TAL1', 'TBX5', 'ZBTB18', 'ZFX', 'ZIC1', 'ZNF711']","['ATF2', 'BCL11A', 'BCL11B', 'BCL6B', 'CTCF', 'FEZF1', 'GFI1B', 'GLI2', 'GLIS1', 'GLIS2', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SP2', 'SP3', 'SP7', 'TSHZ1', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF263', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF558', 'ZNF580', 'ZNF600', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF692', 'ZNF792', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZSCAN30', 'ZSCAN5C', 'ZXDB']",['H3K4me1']
chr1,42179981,42180481,2.379378062889601,2.7012753954274844,1.966293610226085,1.7096798298516518,2.1204481035187,1.808382814977787,,,,"['AR', 'ATF1', 'ATF2', 'ATF7', 'CREB1', 'CREB5', 'DLX1', 'EBF1', 'EBF2', 'FOXA1', 'FOXA2', 'FOXF1', 'FOXK1', 'FOXK2', 'FOXL2', 'FOXO1', 'FOXO3', 'FOXP1', 'IRF4', 'JUN', 'JUND', 'NANOG', 'NFIL3', 'NFYA', 'NKX6-1', 'PGR', 'TGIF1', 'TGIF2', 'THRB', 'ZIC1']","['ARNT', 'ATF2', 'BCL11A', 'FEZF1', 'GLI2', 'GLIS1', 'GLIS2', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF8', 'MZF1', 'OSR2', 'OVOL3', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM4', 'PRDM6', 'SP3', 'SP7', 'TSHZ1', 'WT1', 'YY2', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFP69B', 'ZIC2', 'ZNF146', 'ZNF155', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF19', 'ZNF2', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF501', 'ZNF518A', 'ZNF548', 'ZNF561', 'ZNF580', 'ZNF600', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF707', 'ZNF76', 'ZNF785', 'ZNF792', 'ZNF843', 'ZSCAN16', 'ZSCAN18', 'ZSCAN21', 'ZSCAN23', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5C', 'ZXDB']",['H3K4me1']
chr1,46285694,46286194,2.9815570725547853,3.1727014813726737,2.939708543676712,2.313597497387545,2.010391386713961,1.923003414416216,"['LRRC41', 'RAD54L']","[0.836343922309412, -0.173515201311017]","[1.90906779508675e-13, 0.0338474958132992]","['ARNT', 'ASCL1', 'ASCL2', 'ATOH1', 'BHLHE41', 'CREB1', 'EPAS1', 'HOXA9', 'MAFA', 'MEIS1', 'NANOG', 'NEUROD1', 'NEUROG2', 'NFYA', 'NKX2-1', 'NKX2-2', 'NKX3-1', 'NKX3-2', 'OLIG2', 'PLAGL1', 'PTF1A', 'RFX6', 'SNAI1', 'SNAI2', 'TAL1', 'TCF12', 'TCF3', 'TCF4', 'TGIF1', 'TGIF2', 'TWIST2', 'ZBTB7A', 'ZEB1', 'ZNF416']","['ATF2', 'FEZF1', 'OSR2', 'PKNOX1', 'REST', 'SCRT1', 'SCRT2', 'SP7', 'TRIM28', 'TSHZ1', 'ZBTB17', 'ZBTB44', 'ZBTB6', 'ZBTB8A', 'ZIC2', 'ZNF10', 'ZNF18', 'ZNF189', 'ZNF341', 'ZNF423', 'ZNF449', 'ZNF561', 'ZNF600', 'ZSCAN4']","['H3K27ac', 'H3K36me3']"
chr1,50603347,50604049,3.624118584247365,4.148681907406896,4.827988037571343,1.2167662130046195,1.7127816053573108,1.5620042783975383,"['FAF1', 'DMRTA2']","[-0.141060183440964, 0.430476291453768]","[0.024203961482723, 0.0202368608051546]","['CRX', 'EOMES', 'ESRRG', 'GATA3', 'GATA4', 'GATA5', 'GRHL2', 'MYBL2', 'MYOD1', 'PRDM10', 'PRDM15', 'SMAD2', 'SMAD3', 'SMAD4', 'TAL1', 'TBX21', 'TBX5', 'TBXT', 'TCF12', 'TFCP2L1', 'TGIF1', 'TGIF2', 'TP53', 'TP63', 'TP73', 'TRPS1', 'ZNF189', 'ZNF264', 'ZNF281', 'ZNF467']","['BCL11A', 'FEZF1', 'GLIS1', 'INSM2', 'KLF8', 'OSR2', 'OVOL3', 'PATZ1', 'PRDM10', 'PRDM4', 'PRDM6', 'SP7', 'TRIM28', 'ZBTB1', 'ZBTB12', 'ZBTB20', 'ZBTB44', 'ZEB1', 'ZEB2', 'ZFP37', 'ZFP69B', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF518A', 'ZNF529', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF600', 'ZNF610', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZSCAN30', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,50610650,50611197,1.558564425122476,1.4627185563684135,2.051322217709302,1.0984185977896377,0.9061104394061354,0.9923440022866142,"['FAF1', 'DMRTA2']","[-0.141060183440964, 0.430476291453768]","[0.024203961482723, 0.0202368608051546]","['DLX1', 'DLX2', 'DLX5', 'EN1', 'FOXD3', 'HLF', 'HOXA11', 'HOXA13', 'HOXB13', 'HOXD11', 'HOXD13', 'NFIL3', 'NKX6-1', 'PHOX2A', 'PITX1', 'POU1F1', 'PROP1', 'RBPJ', 'RUNX1', 'RUNX2', 'SIX2', 'SOX10', 'TAL1', 'TBX5', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'TFCP2L1', 'TGIF1', 'TGIF2', 'TP63', 'ZNF416']","['FEZF1', 'IKZF3', 'KLF1', 'KLF10', 'OSR2', 'PRDM10', 'PRDM6', 'SCRT1', 'SCRT2', 'TRIM28', 'WT1', 'ZBTB44', 'ZBTB8A', 'ZNF366', 'ZNF843', 'ZXDB']",['H3K4me1']
