chrom,start,end,CC_R1,CC_R2,CC_R3,16P12_1_R1,16P12_1_R2,16P12_1_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,42462505,42463005,2.201272101645675,2.3426407814182326,2.06926307475012,2.353345193052811,2.755984569687436,1.9609044365740584,"['PPCS', 'CCDC30']","[0.031674573282459, -0.393159603515081]","[0.854745555450661, 0.0158442181331322]","['ATF1', 'EHF', 'FOXD3', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'HOXA10', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'NKX3-1', 'PGR', 'TFAP2A', 'TFAP2C', 'TGIF2', 'THRB', 'TRPS1', 'ZNF416']","['KLF10', 'L3MBTL2', 'PATZ1', 'PKNOX1', 'SP2', 'TRIM28', 'ZBTB20', 'ZNF366', 'ZNF510', 'ZNF558', 'ZNF561', 'ZNF660', 'ZNF692', 'ZXDB']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,45557333,45557833,1.4629829877909413,1.6383843965043765,2.158319401868344,1.957102396174972,1.978445093218172,3.0144956654075443,"['AKR1A1', 'NASP']","[-0.11796823236642, -0.175330540706839]","[0.317657317745557, 0.0729310516953711]","['ARNT', 'ASCL1', 'CEBPA', 'CRX', 'EHF', 'ERG', 'ISL1', 'KLF6', 'NANOG', 'NFIA', 'NFYA', 'NR2E1', 'NR2F1', 'NR2F2', 'PITX1', 'PLAGL1', 'PTF1A', 'RARA', 'SCRT1', 'SIX2', 'SNAI1', 'SREBF2', 'TAL1', 'TCF12', 'TCF3', 'THRB', 'ZEB1', 'ZIC1', 'ZNF416']","['FEZF1', 'GFI1B', 'GLIS1', 'IKZF3', 'KLF7', 'OSR2', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT1', 'SCRT2', 'SP7', 'ZBTB17', 'ZBTB48', 'ZBTB8A', 'ZIC2', 'ZNF366', 'ZNF394', 'ZNF629', 'ZNF843', 'ZSCAN16', 'ZSCAN23']","['H3K27ac', 'H3K4me1']"
chr1,46077563,46078063,1.575028560497676,1.6118063427236675,2.242876756919479,2.7332224526177846,2.678463186190999,2.793732924742683,"['PIK3R3', 'MAST2']","[-0.856693058840405, -0.0210155421683081]","[5.90571696826092e-07, 0.890438708739932]","['AR', 'BARX1', 'CEBPA', 'ESRRA', 'ESRRB', 'ESRRG', 'FOXO1', 'HLF', 'NANOG', 'NFATC1', 'NFIL3', 'NR2F1', 'NR2F2', 'NR2F6', 'PGR', 'POU1F1', 'RARA', 'TBP', 'TBX5', 'THRB']","['OSR2', 'PRDM1', 'PRDM6', 'ZNF362', 'ZNF366']",['H3K4me1']
chr1,64572436,64572936,2.4373234626301965,2.299531144058203,2.8060620825299263,3.257161048136597,2.8710497415682705,3.5894618971886048,"['RAVER2', 'CACHD1']","[-0.206622161752515, 0.0558794253489709]","[0.0113640214443705, 0.59961358724291]","['AR', 'CRX', 'ESRRA', 'FOXD3', 'FOXO1', 'KLF1', 'KLF5', 'MAFA', 'MEIS1', 'MYB', 'MYBL1', 'MYBL2', 'NFATC1', 'NR2F1', 'NR2F2', 'NR2F6', 'PITX1', 'PLAGL1', 'POU1F1', 'RARA', 'RBPJ', 'SMAD2', 'SMAD3', 'SMAD4', 'SOX10', 'SOX15', 'SOX17', 'SOX3', 'SOX6', 'SP2', 'SP5', 'TAL1', 'TBX20', 'TGIF1', 'TGIF2', 'THRB', 'TP53', 'TP63', 'TP73', 'WT1', 'ZFP809', 'ZNF263', 'ZNF415', 'ZNF416', 'ZNF519', 'ZNF692', 'ZNF7']","['FEZF1', 'GLIS1', 'KLF1', 'MAZ', 'PATZ1', 'PKNOX1', 'PRDM10', 'SCRT1', 'SCRT2', 'SP7', 'TRIM28', 'WT1', 'ZBTB20', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZFP69B', 'ZIC2', 'ZNF600', 'ZNF692', 'ZNF843', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,80217621,80218121,0.7453542794973473,1.077325544541101,1.1209068550898962,1.163711523774499,1.7296994479922547,1.3141756712068922,,,,"['AR', 'BCL6', 'CDX2', 'CDX4', 'EOMES', 'FOXD3', 'FOXM1', 'GFI1B', 'GLI3', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD10', 'HOXD11', 'HOXD13', 'MYBL2', 'NFYA', 'NR5A2', 'P300', 'PGR', 'PLAGL1', 'RARA', 'SF1', 'SNAPC1', 'STAT3', 'STAT4', 'TBP', 'TBR1', 'TBX21', 'THRB', 'ZIC1', 'ZNF264']","['CTCF', 'IKZF3', 'MZF1', 'ZNF501', 'ZNF654', 'ZNF660', 'ZNF792', 'ZSCAN30']",['H3K27ac']
chr1,164787568,164788068,3.3361541127584853,3.173586704347485,3.603857019361741,4.757536235236235,4.628721199242648,4.398573406440608,['PBX1'],[-0.0795479188920366],[0.517046189334299],"['AR', 'ARNTL', 'ATF1', 'ATF2', 'ATF7', 'BARX1', 'CLOCK', 'CREB1', 'CREB5', 'DLX1', 'DLX2', 'DLX5', 'EBF1', 'EN1', 'FOXH1', 'HLF', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'LHX2', 'MITF', 'MNT', 'NANOG', 'NKX6-1', 'NPAS1', 'NPAS2', 'NR2F1', 'PBX2', 'PITX1', 'PRDM10', 'RBPJ', 'SPDEF', 'SRF', 'TAL1', 'TBP', 'TBR1', 'TFAP2A', 'TFCP2L1', 'TGIF1', 'TGIF2', 'TP63', 'ZEB1', 'ZIC1', 'ZNF189', 'ZNF652']","['ATF2', 'CTCF', 'FEZF1', 'GLIS1', 'IKZF3', 'INSM2', 'KLF10', 'KLF17', 'MAZ', 'MYNN', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM6', 'SCRT2', 'SP2', 'SP7', 'WT1', 'ZBTB17', 'ZBTB21', 'ZBTB44', 'ZEB2', 'ZFP37', 'ZFP69B', 'ZNF18', 'ZNF184', 'ZNF2', 'ZNF263', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF394', 'ZNF398', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF664', 'ZXDB']",['H3K27ac']
chr1,198903245,198903745,1.6081702188508125,1.676630864140031,1.878780550488532,2.1823565350592404,2.279253109786478,2.2305631977583578,,,,"['AR', 'CUX1', 'HOXB4', 'HSF1', 'IRF4', 'KLF1', 'KLF14', 'KLF5', 'KLF6', 'MAFA', 'MAFF', 'MAZ', 'MYB', 'MYBL1', 'MYBL2', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-1', 'NKX3-2', 'PDX1', 'PITX1', 'SMAD2', 'SMAD3', 'SMAD4', 'SP2', 'SP5', 'TAL1', 'TBX5', 'TGIF1', 'TGIF2', 'TP63', 'TWIST2', 'WT1', 'ZBTB7A', 'ZFX', 'ZIC1', 'ZNF281', 'ZNF341', 'ZNF467', 'ZNF711']","['PKNOX1', 'PRDM1', 'ZNF341']",['H3K4me1']
chr1,225464640,225465153,2.1635289636917867,2.580393117776901,2.842520698819128,3.5674697630583507,3.839592189130337,4.341284031818731,"['ENAH', 'LBR']","[-0.0524789111825083, -0.0998734491562379]","[0.729229227119335, 0.516318887655325]","['ARNT', 'ATF1', 'ATF2', 'ATF7', 'CRX', 'EBF1', 'EBF2', 'EHF', 'ELF3', 'ELF5', 'EPAS1', 'ERG', 'ETS1', 'ETV2', 'GLI3', 'HOXA11', 'HOXA9', 'HOXD11', 'ISL1', 'NANOG', 'NKX2-5', 'NKX6-1', 'NR2F1', 'NR2F2', 'NR2F6', 'PITX1', 'POU1F1', 'RARA', 'SMAD2', 'SMAD3', 'SMAD4', 'SOX10', 'SOX3', 'SOX4', 'STAT6', 'TBP', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'TP53', 'ZBTB7A', 'ZFP809', 'ZNF322', 'ZNF416']","['GLIS1', 'GLIS2', 'IKZF3', 'ZBTB44', 'ZNF362']",['H3K4me1']
chr1,226479490,226479990,0.8060223790276427,1.051260050661432,1.405433179487314,1.8195489461078933,1.9428713916803628,2.4876097839532134,"['PARP1', 'STUM']","[0.0427917068665477, -0.307756980235618]","[0.77173931366986, 0.327070949099859]","['AR', 'ASCL1', 'ASCL2', 'ATOH1', 'BHLHA15', 'EHF', 'ESRRA', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'GRHL2', 'MEIS1', 'MYF5', 'MYOD1', 'MYOG', 'NEUROG2', 'OLIG2', 'PITX1', 'PTF1A', 'RARA', 'SCRT1', 'SIX2', 'TAL1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TGIF1', 'TGIF2', 'THRA', 'THRB', 'TP63', 'TRPS1', 'TWIST2']","['FEZF1', 'GFI1B', 'GLI2', 'INSM2', 'OSR2', 'PKNOX1', 'PRDM6', 'SCRT1', 'SCRT2', 'TRIM28', 'TSHZ1', 'WT1', 'ZFP69B', 'ZNF132', 'ZNF140', 'ZNF664', 'ZNF843', 'ZSCAN16', 'ZSCAN5C']",['H3K4me1']
chr1,229231248,229231768,2.2168573631410213,2.498297976196853,2.7443342674791644,3.7687263326136256,4.077384395529655,4.289096049701841,['RHOU'],[-0.104586005759592],[0.317863152884125],"['AR', 'ARNT', 'ATF1', 'ATF3', 'BATF', 'BHLHE41', 'CREB1', 'EPAS1', 'ETV1', 'ETV4', 'FOSL1', 'GABPA', 'HIF1A', 'JUN', 'JUNB', 'MEIS1', 'NFIA', 'NKX3-1', 'PITX1', 'PLAGL1', 'SMAD2', 'SMAD4', 'SOX3', 'SOX9', 'TGIF1', 'TGIF2', 'TP53', 'TP63', 'TP73', 'ZBTB7A']","['ATF2', 'BCL6B', 'CTCF', 'EGR2', 'FEZF1', 'GLIS1', 'GLIS2', 'IKZF3', 'INSM2', 'KLF10', 'MZF1', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM6', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZIC2', 'ZNF121', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF24', 'ZNF263', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF596', 'ZNF600', 'ZNF629', 'ZNF660', 'ZNF664', 'ZNF843', 'ZSCAN21', 'ZSCAN30']","['H3K27ac', 'H3K4me1']"
chr1,236097438,236097938,4.276246336641633,5.364604326198094,3.354688880063312,5.501455217513587,4.87729935111143,4.840582044857348,"['GPR137B', 'NID1']","[0.0412612159544452, -0.0296181592070731]","[0.846765537855805, 0.867030191901099]","['AR', 'ASCL1', 'ASCL2', 'CRX', 'EOMES', 'FOXH1', 'GSC', 'ISL1', 'NKX2-5', 'NKX3-1', 'NKX3-2', 'NPAS2', 'OLIG2', 'PITX1', 'PTF1A', 'SNAI1', 'SNAI2', 'SOX10', 'SOX15', 'SOX17', 'SOX2', 'SOX3', 'SOX4', 'SOX6', 'SOX7', 'TBX5', 'TCF12', 'TCF3', 'TEAD1', 'TEAD3', 'ZEB1', 'ZEB2', 'ZNF341']","['BCL11A', 'FEZF1', 'GLIS1', 'IKZF3', 'KLF16', 'OSR2', 'OVOL3', 'PRDM1', 'PRDM10', 'PRDM2', 'SALL2', 'SCRT2', 'SP7', 'TARDBP', 'ZBTB20', 'ZBTB26', 'ZEB1', 'ZEB2', 'ZNF112', 'ZNF114', 'ZNF138', 'ZNF140', 'ZNF16', 'ZNF174', 'ZNF184', 'ZNF19', 'ZNF2', 'ZNF202', 'ZNF214', 'ZNF266', 'ZNF274', 'ZNF280C', 'ZNF302', 'ZNF350', 'ZNF362', 'ZNF404', 'ZNF449', 'ZNF473', 'ZNF488', 'ZNF518A', 'ZNF521', 'ZNF529', 'ZNF544', 'ZNF547', 'ZNF555', 'ZNF645', 'ZNF660', 'ZNF664', 'ZNF670', 'ZNF701', 'ZNF704', 'ZNF707', 'ZNF791', 'ZNF792', 'ZSCAN30', 'ZSCAN5A']",['H3K27ac']
chr10,1498850,1499670,1.2240814540684943,2.2202469515296825,1.179374425772677,2.8729720201703577,3.1618692652896745,2.595336071133731,['WDR37'],[0.162688851162202],[0.136627018212535],"['ARNT', 'ATF3', 'BATF', 'CEBPA', 'DLX2', 'EN1', 'EOMES', 'FOSL1', 'FOSL2', 'GATA4', 'GSC', 'HLF', 'HOXA1', 'HOXA10', 'HOXA2', 'HOXA9', 'HOXB4', 'HOXD10', 'HOXD11', 'HOXD12', 'JUN', 'JUNB', 'LHX2', 'LHX3', 'NANOG', 'NFIL3', 'NKX2-5', 'NKX3-2', 'NKX6-1', 'NPAS4', 'PBX2', 'PDX1', 'PITX1', 'POU1F1', 'ZNF652']","['AEBP2', 'ATF2', 'BCL11A', 'BCL6B', 'CTBP1', 'EGR2', 'FEZF1', 'GLI4', 'HIC1', 'INSM2', 'KLF16', 'KLF7', 'KLF8', 'LEF1', 'MAZ', 'MYNN', 'OSR2', 'OVOL3', 'PKNOX1', 'PRDM1', 'RBAK', 'SALL2', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TARDBP', 'TRIM28', 'TSHZ1', 'YY2', 'ZBTB1', 'ZBTB10', 'ZBTB17', 'ZBTB21', 'ZBTB7A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP41', 'ZFP69B', 'ZNF112', 'ZNF138', 'ZNF146', 'ZNF148', 'ZNF155', 'ZNF157', 'ZNF169', 'ZNF184', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF248', 'ZNF26', 'ZNF274', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF354C', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF433', 'ZNF473', 'ZNF488', 'ZNF521', 'ZNF544', 'ZNF547', 'ZNF548', 'ZNF558', 'ZNF571', 'ZNF580', 'ZNF621', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF645', 'ZNF658', 'ZNF670', 'ZNF747', 'ZNF76', 'ZNF776', 'ZNF791', 'ZNF792', 'ZNF843', 'ZSCAN18', 'ZSCAN21', 'ZSCAN23', 'ZSCAN26', 'ZSCAN4', 'ZSCAN5A', 'ZSCAN5C', 'ZXDB']",['H3K27ac']
