chrom,start,end,CC_R1,CC_R2,CC_R3,FOXA1_R1,FOXA1_R2,FOXA1_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,15886147,15886651,5.715318297795402,7.742142094687086,5.880356547041653,9.501137512955491,10.94098520450286,9.785732429901405,"['SPEN', 'ZBTB17']","[0.158603728200434, -0.169392747071895]","[0.48931556157743, 0.142352656460932]","['EHF', 'ELF3', 'ELF4', 'ELF5', 'GLI3', 'KLF1', 'KLF14', 'KLF3', 'KLF5', 'KLF6', 'MAZ', 'NFIA', 'NFIX', 'NR2E1', 'PRDM10', 'SMAD3', 'SOX9', 'SP1', 'SP2', 'SP5', 'SPDEF', 'SPIB', 'TAL1', 'TBX5', 'TBX6', 'TFCP2L1', 'TGIF2', 'ZIC1', 'ZNF416']","['CTCF', 'GLI2', 'GLIS1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF7', 'KLF8', 'KLF9', 'LEF1', 'MAZ', 'OSR2', 'PATZ1', 'PRDM10', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'TRIM28', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB6', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZIC2', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF221', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF362', 'ZNF366', 'ZNF394', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF600', 'ZNF610', 'ZNF624', 'ZNF629', 'ZNF660', 'ZNF770', 'ZNF843', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,15893134,15893655,3.491478679240176,3.7265745143238833,3.241601137595644,4.067935344788579,4.768758359542995,4.638987593808399,"['SPEN', 'ZBTB17']","[0.158603728200434, -0.169392747071895]","[0.48931556157743, 0.142352656460932]","['ATF3', 'BACH1', 'BACH2', 'BATF', 'CRX', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'EHF', 'ELF4', 'EN1', 'ERG', 'ETV1', 'ETV4', 'FLI1', 'FOSL1', 'GATA4', 'GSC', 'JUN', 'JUNB', 'KLF1', 'KLF5', 'KLF6', 'LHX2', 'LHX3', 'MAZ', 'MEIS1', 'NFE2', 'NFE2L2', 'NKX6-1', 'PGR', 'PHOX2A', 'POU1F1', 'PROP1', 'RARA', 'RUNX1', 'SP2', 'TAL1', 'TGIF1', 'TGIF2', 'TRPS1', 'ZNF467']","['KLF1', 'TSHZ1', 'ZBTB8A', 'ZEB2', 'ZNF121']","['H3K27ac', 'H3K4me1']"
chr1,16176323,16176823,1.8991052153589605,1.6352714513274695,1.646159570896951,2.1770420490534854,1.708663548258814,2.204021653101772,['ARHGEF19'],[0.180225851161335],[0.439288082746036],"['ARNT', 'ASCL1', 'ATOH1', 'DMC1', 'EBF1', 'EGR1', 'ERG', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXD3', 'FOXO1', 'GABPA', 'GLI3', 'KLF14', 'MAZ', 'NEUROG2', 'NPAS4', 'PITX1', 'SMAD3', 'SMAD4', 'TAL1', 'TWIST2', 'ZIC1', 'ZNF263', 'ZNF415']","['BCL11A', 'GFI1B', 'INSM2', 'KLF8', 'PATZ1', 'PRDM1', 'PRDM10', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZEB2', 'ZFP69B', 'ZNF18', 'ZNF2', 'ZNF266', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF391', 'ZNF561', 'ZNF596', 'ZNF623', 'ZNF629', 'ZNF660', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,17443220,17443764,3.035584603245683,2.925720975912198,3.649502591742309,4.081531882097317,4.209288911379594,4.717265106156838,,,,"['AR', 'ATF3', 'BATF', 'ELK4', 'EN1', 'FOSL1', 'FOSL2', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'JUNB', 'NFYA', 'PITX1', 'RELA', 'TGIF1', 'TGIF2', 'THRB']","['ZEB2', 'ZIC2', 'ZNF121', 'ZNF366', 'ZNF449', 'ZNF768']",['H3K27ac']
chr1,21149850,21150479,2.1700508035586155,1.9118659269838885,1.83964448388922,1.4792436478935775,1.6017864258370391,1.5322615740088628,,,,"['BARX1', 'BCL11A', 'HAND2', 'ISL1', 'LEF1', 'MAFB', 'MEF2A', 'MEF2B', 'MEF2C', 'MEF2D', 'MITF', 'MYOD1', 'NANOG', 'NKX6-1', 'OLIG2', 'PGR', 'PRDM15', 'RUNX1', 'SF1', 'SMAD3', 'SNAPC1', 'SP2', 'SRF', 'STAT6', 'TAL1', 'TCF7', 'TGIF2', 'THRB', 'YY1', 'ZIC1']","['ATF2', 'GLIS1', 'INSM2', 'KLF10', 'KLF17', 'KLF7', 'MYNN', 'OSR2', 'PRDM6', 'WT1', 'YY1', 'YY2', 'ZBTB44', 'ZFP69B', 'ZNF10', 'ZNF16', 'ZNF184', 'ZNF341', 'ZNF600', 'ZNF629', 'ZNF660', 'ZNF692']","['H3K27ac', 'H3K36me3', 'H3K4me1']"
chr1,24972136,24972748,7.899938866109982,8.367260004122912,8.624686908548185,16.716554417711485,15.155663292102652,14.210386921080143,,,,"['CUX2', 'EHF', 'ESRRB', 'FOXK2', 'FOXO1', 'GATA3', 'NR2F2', 'NR2F6', 'ONECUT1', 'ONECUT2', 'POU1F1', 'RELA', 'SMAD3', 'SOX17', 'SPI1', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'TP53', 'TP63', 'TP73', 'TRPS1', 'TWIST2', 'ZFP809', 'ZNF189', 'ZNF263', 'ZNF341', 'ZNF416', 'ZNF467']","['TRIM28', 'ZBTB17']",['H3K27ac']
chr1,25922346,25922903,2.812261861411615,3.191657915268266,2.6546663521439227,2.783141004603936,3.004697349288925,2.75567330297967,,,,"['AR', 'ASCL1', 'BCL6', 'EN1', 'EOMES', 'HOXA9', 'HOXD11', 'HOXD12', 'KLF5', 'MAZ', 'MYBL2', 'MYF5', 'MYOD1', 'MYOG', 'NANOG', 'NEUROG2', 'NFYA', 'PRDM14', 'PTF1A', 'SMAD3', 'SNAI1', 'SNAI2', 'SP2', 'TAL1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TFAP4', 'THRB', 'TWIST2', 'ZEB1', 'ZEB2', 'ZNF341']","['CTCF', 'GLIS2', 'KLF1', 'KLF10', 'KLF8', 'KLF9', 'L3MBTL2', 'PRDM10', 'SCRT1', 'SCRT2', 'SP2', 'YY2', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB8A', 'ZFX', 'ZNF189', 'ZNF335', 'ZNF341', 'ZNF391', 'ZNF449', 'ZNF561', 'ZNF660', 'ZNF843', 'ZSCAN5A']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,26865348,26865848,4.015274143593814,4.406759124654819,3.794004880776793,5.282278926142352,5.1042959438573,6.453799560369009,"['GPN2', 'SFN']","[0.0865188672264203, -0.15666090906946]","[0.363641071809166, 0.766685098753431]","['AR', 'ESRRB', 'ESRRG', 'GLI3', 'HLF', 'MAZ', 'MYB', 'MYBL2', 'NR5A2', 'PITX1', 'PLAGL1', 'SCRT1', 'SMAD3', 'TBX21', 'TBXT', 'THRA', 'THRB', 'YY1', 'ZBTB7A', 'ZFX', 'ZNF341', 'ZNF711']","['BCL11A', 'BCL11B', 'EGR2', 'FEZF1', 'GLI4', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'OVOL3', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM2', 'PRDM4', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'WT1', 'YY1', 'YY2', 'ZBTB10', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZFX', 'ZIC2', 'ZNF121', 'ZNF146', 'ZNF148', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF394', 'ZNF398', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF692', 'ZNF76', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,28249352,28250051,6.38836554536776,6.249716331249325,4.981325158198459,9.026777233727454,7.521965734878376,7.653849303324875,['SESN2'],[0.066838480952556],[0.58846387179318],"['AR', 'FOXA1', 'FOXA2', 'FOXM1', 'FOXO1', 'MAZ', 'MEF2A', 'MEF2B', 'MEF2C', 'NFIA', 'NKX2-5', 'NR2E1', 'OLIG2', 'ONECUT2', 'PITX1', 'POU1F1', 'RBPJ', 'SMAD3', 'TBX5', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'ZIC1', 'ZNF322', 'ZNF416', 'ZNF467']","['ATF2', 'FEZF1', 'IKZF3', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM4', 'SALL2', 'SP3', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZIC2', 'ZNF10', 'ZNF184', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF785', 'ZNF792', 'ZNF843', 'ZSCAN4', 'ZSCAN5A']",['H3K27ac']
chr1,30747950,30748638,7.007481353575447,8.128639430780753,8.464595394333005,14.821319960420391,15.043684225766222,15.414358222809328,,,,"['AR', 'ATOH1', 'BHLHA15', 'EGR1', 'HOXA10', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'KLF1', 'KLF14', 'KLF3', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MYBL1', 'MYBL2', 'NEUROG2', 'NFYA', 'NKX2-1', 'NKX3-2', 'OLIG2', 'PLAGL1', 'SMAD3', 'SOX10', 'SOX15', 'SOX17', 'SOX3', 'SOX9', 'SP2', 'SP5', 'TBR1', 'TBX5', 'TCF4', 'TFAP2A', 'TFAP2C', 'TFCP2L1', 'THRB', 'TP53', 'TP63', 'TP73', 'TWIST1', 'TWIST2', 'WT1', 'ZFX', 'ZNF263', 'ZNF281', 'ZNF322', 'ZNF467', 'ZNF711']","['GLIS2', 'IKZF3', 'KLF1', 'KLF17', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'YY2', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZEB1', 'ZFHX2', 'ZNF121', 'ZNF302', 'ZNF335', 'ZNF394', 'ZNF416', 'ZNF518A', 'ZNF660', 'ZNF670', 'ZNF692', 'ZNF777', 'ZSCAN30']",['H3K27ac']
chr1,31954450,31955101,2.974222578612001,3.3002743440925784,2.7173383682619208,3.641458720571584,3.7847219100929497,3.567043169948933,['KHDRBS1'],[-0.0675593841838596],[0.458835383816526],"['AR', 'ARNTL', 'ATF4', 'CLOCK', 'CRX', 'DDIT3', 'EBF1', 'EBF2', 'GLI3', 'HLF', 'HOXA9', 'MAX', 'MNT', 'MYC', 'MYCN', 'NKX3-1', 'NPAS1', 'NPAS2', 'PITX1', 'PTF1A', 'SMAD3', 'TAL1', 'TBX5', 'TCF12', 'USF1', 'USF2', 'ZNF322', 'ZNF711']","['GLIS1', 'GLIS2', 'IKZF3', 'L3MBTL2', 'OSR2', 'PATZ1', 'PRDM1', 'PRDM10', 'REPIN1', 'SCRT2', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZEB2', 'ZFX', 'ZNF189', 'ZNF223', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF398', 'ZNF518A', 'ZNF600', 'ZNF629', 'ZNF692', 'ZNF770', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5C']",['H3K27ac']
chr1,32062344,32062852,3.327696664009144,3.812808326606216,2.890810480653906,6.609322709626098,7.713099075334976,6.341757015416055,"['KHDRBS1', 'TMEM39B']","[-0.0675593841838596, 0.0820180500054245]","[0.458835383816526, 0.458746380922879]","['ASCL1', 'ASCL2', 'ATF1', 'ATF2', 'ATF7', 'ATOH1', 'BHLHA15', 'CDX2', 'CDX4', 'CREB1', 'CREB5', 'EGR1', 'EOMES', 'ESRRB', 'ESRRG', 'FOXO1', 'GLI2', 'GLI3', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXC9', 'HOXD10', 'HOXD11', 'HOXD13', 'JUN', 'JUND', 'KLF1', 'KLF14', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MEF2B', 'MYB', 'MYBL1', 'MYOD1', 'MYOG', 'NANOG', 'NEUROD1', 'NEUROG2', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'PBX3', 'PKNOX1', 'POU1F1', 'PRDM10', 'PTF1A', 'RFX1', 'RFX2', 'RFX3', 'RFX5', 'RFX6', 'SIX2', 'SP2', 'SP5', 'TAL1', 'TBR1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TGIF1', 'TGIF2', 'TWIST2', 'ZFX', 'ZNF341', 'ZNF711']","['ATF2', 'BCL11A', 'EGR2', 'FEZF1', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'MAZ', 'MYNN', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZFX', 'ZNF10', 'ZNF121', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF362', 'ZNF366', 'ZNF384', 'ZNF394', 'ZNF398', 'ZNF416', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF548', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF791', 'ZNF843', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,32185967,32186530,9.093199274049148,8.074721525203849,7.5508889310736516,11.636591317812846,8.716605949324448,9.142882710522764,"['CCDC28B', 'TXLNA']","[-0.203115383839891, 0.323894992063215]","[0.0922368424698521, 0.0001907225539657]","['ARNTL', 'ASCL1', 'ASCL2', 'ATF4', 'DDIT3', 'ERG', 'ETS1', 'ETV2', 'FLI1', 'HLF', 'KLF14', 'MAFA', 'MAFF', 'MAX', 'MNT', 'MYC', 'MYCN', 'NANOG', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-2', 'NPAS1', 'NPAS2', 'OLIG2', 'PLAGL1', 'PRDM10', 'PTF1A', 'RFX5', 'RUNX1', 'RUNX2', 'SMAD3', 'SNAI1', 'SNAI2', 'SPI1', 'SPIB', 'TAL1', 'TCF12', 'TCF3', 'TCF4', 'THRB', 'ZBTB7A', 'ZEB1', 'ZEB2', 'ZFX', 'ZNF263', 'ZNF711']","['KLF16', 'PATZ1', 'PRDM10', 'ZNF610', 'ZNF692', 'ZNF701', 'ZNF770']","['H3K27ac', 'H3K36me3']"
