chrom,start,end,CC_R1,CC_R2,CC_R3,CTCF_R1,CTCF_R2,CTCF_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,86780598,86781098,1.9548591279701524,1.5823100014842453,1.6211869176363678,1.361961451527794,1.2310761286493366,1.5581731305808495,"['SELENOF', 'SH3GLB1']","[0.0348100779366561, 0.194674261341393]","[0.781006487478865, 0.0115690163925243]","['AR', 'ARNTL', 'ATF4', 'CLOCK', 'DDIT3', 'EBF1', 'EBF2', 'HLF', 'HOXA10', 'HOXD12', 'MAX', 'MNT', 'MYB', 'MYBL1', 'NFIL3', 'NFIX', 'NPAS1', 'NPAS2', 'PTF1A', 'RBPJ', 'RFX6', 'RUNX1', 'RUNX2', 'ZFP809', 'ZIC1', 'ZNF416', 'ZNF652']","['CTCF', 'FEZF1', 'IKZF3', 'OSR2', 'PATZ1', 'PRDM10', 'PRDM6', 'SP7', 'TRIM28', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB48', 'ZEB2', 'ZFP69B', 'ZIC2', 'ZNF24', 'ZNF335', 'ZNF366', 'ZNF384', 'ZNF558', 'ZNF600', 'ZNF654', 'ZNF692', 'ZNF770', 'ZNF785', 'ZSCAN21', 'ZSCAN30']",['H3K27ac']
chr1,91792767,91793267,1.4418778632631877,1.634232627311281,1.326475846850188,1.2486962350448658,1.521428661022796,1.3289745720759865,"['TGFBR3', 'CDC7']","[0.326962855357869, 0.0738550410873885]","[0.0007017826235791, 0.402220561083337]","['AR', 'CDX4', 'DLX1', 'FOXO1', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD10', 'HOXD11', 'HOXD13', 'IRF4', 'KLF10', 'MEF2B', 'MYB', 'MYBL2', 'NFYA', 'NKX6-1', 'P300', 'PITX1', 'POU1F1', 'RBPJ', 'TAL1', 'TBX5', 'TGIF1', 'TGIF2', 'THRA', 'THRB', 'ZIC1', 'ZIC2', 'ZIC3']","['CTCF', 'GLIS1', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'PATZ1', 'PRDM1', 'SCRT2', 'SP7', 'TRIM28', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZEB2', 'ZNF335', 'ZNF341', 'ZNF394', 'ZNF449', 'ZNF561', 'ZNF600', 'ZNF629', 'ZNF664', 'ZSCAN21']",['H3K4me1']
chr1,101291705,101292205,4.387002916350573,4.7018328292269205,4.667103166882433,3.4306561163045144,3.499361581055949,3.4186062831239834,['S1PR1'],[0.267292564094442],[0.189353394452202],"['ARNT', 'ARNTL', 'BHLHE40', 'BHLHE41', 'CLOCK', 'EHF', 'ELF3', 'ERG', 'ETV2', 'FLI1', 'HAND2', 'HIF1A', 'HOXA11', 'HOXA13', 'HOXD13', 'MAX', 'MNT', 'MYBL2', 'MYC', 'MYCN', 'NANOG', 'NPAS1', 'NPAS2', 'P300', 'PTF1A', 'RARA', 'RBPJ', 'RUNX1', 'RUNX2', 'SIX2', 'TAL1', 'TBP', 'TBX21', 'TCF12', 'THRB', 'USF1', 'USF2', 'ZNF263']","['EGR2', 'FEZF1', 'GFI1B', 'GLI2', 'INSM2', 'L3MBTL2', 'OSR2', 'PRDM1', 'PRDM4', 'PRDM6', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB17', 'ZBTB44', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZNF10', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF221', 'ZNF24', 'ZNF263', 'ZNF335', 'ZNF366', 'ZNF394', 'ZNF513', 'ZNF518A', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF629', 'ZNF692', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZSCAN30', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,107683608,107684156,1.8847871766381288,1.9743847494907447,2.1475392918614684,1.5897595609732025,1.425240761008803,1.7012906682282174,['NTNG1'],[1.51441481348136],[8.13667339801881e-07],"['AR', 'CDX2', 'CDX4', 'CREB5', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD10', 'HOXD11', 'HOXD13', 'LEF1', 'MAFF', 'MEF2A', 'MEF2B', 'MEF2C', 'MEF2D', 'MYB', 'MYBL2', 'NFE2L2', 'NFIL3', 'NFIX', 'OLIG2', 'PITX1', 'RBPJ', 'SMAD2', 'SMAD3', 'SNAPC1', 'SOX10', 'SOX15', 'SOX2', 'SOX3', 'SOX4', 'SOX6', 'SRF', 'TAL1', 'TBP', 'TBR1', 'TGIF2', 'YY1', 'ZFP809', 'ZIC1', 'ZNF416']","['FEZF1', 'OVOL3', 'SCRT1', 'SCRT2', 'TRIM28', 'YY1', 'ZEB2', 'ZNF174', 'ZNF335', 'ZNF549', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5C']","['H3K27ac', 'H3K4me1']"
chr1,112404294,112404794,1.6972093867827345,2.2933664861359984,1.6395707885661828,1.2321875636261217,1.6184661115227656,1.1474981046700583,"['WNT2B', 'CTTNBP2NL']","[-0.477918215103216, 0.163413816439874]","[0.0157470762895315, 0.199635582426096]","['ATF1', 'ATF2', 'ATF3', 'ATF7', 'BATF', 'CREB1', 'CREB5', 'CUX1', 'CUX2', 'FOSL1', 'FOSL2', 'FOXH1', 'HOXA1', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXC9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'JUNB', 'JUND', 'NFIL3', 'ONECUT1', 'ONECUT2', 'PBX2', 'PDX1', 'PITX1', 'RUNX2', 'SNAPC1', 'SOX15', 'SOX2', 'SOX6', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'ZIC1']","['ATF2', 'BCL11A', 'GFI1B', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF17', 'KLF8', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SP3', 'SP7', 'TSHZ1', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB6', 'ZEB2', 'ZFP37', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF529', 'ZNF558', 'ZNF600', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF692', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZSCAN4', 'ZXDB']",['H3K4me1']
chr1,112819054,112819554,2.509095607863899,3.1765278145389613,2.277185358839509,1.7769813716183471,2.5328744743832465,1.7109104448557808,['SLC16A1'],[0.0174794862945622],[0.892922302132148],"['ARNTL', 'ASCL1', 'ATF1', 'ATF2', 'ATF7', 'BHLHA15', 'BHLHE41', 'CLOCK', 'CREB5', 'CRX', 'EBF2', 'EHF', 'ELF1', 'ELF3', 'ELF4', 'ELF5', 'EOMES', 'ERG', 'ETS1', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXH1', 'GABPA', 'GATA1', 'GATA2', 'GATA3', 'GATA4', 'GATA5', 'GSC', 'HLF', 'HOXA10', 'HOXA9', 'HOXB4', 'HOXC9', 'HOXD10', 'HOXD11', 'HOXD12', 'JUN', 'MAFA', 'MAFB', 'MITF', 'NFIL3', 'NKX3-1', 'PBX2', 'PITX1', 'PTF1A', 'SIX1', 'SIX2', 'SPI1', 'TAL1', 'TBX21', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TFE3', 'TRPS1', 'TWIST1', 'TWIST2', 'USF1', 'USF2', 'ZIC3', 'ZNF7']","['ATF2', 'EGR2', 'FEZF1', 'GLIS1', 'GLIS2', 'IKZF3', 'KLF10', 'KLF16', 'MAZ', 'OSR2', 'PKNOX1', 'PRDM10', 'PRDM4', 'PRDM6', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZIC2', 'ZNF10', 'ZNF189', 'ZNF2', 'ZNF24', 'ZNF366', 'ZNF513', 'ZNF518A', 'ZNF558', 'ZNF600', 'ZNF610', 'ZNF629', 'ZNF639', 'ZNF692', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZSCAN30', 'ZSCAN4', 'ZXDB']",['H3K27ac']
chr1,116824923,116825423,1.816031704725234,1.8535179809023377,1.5077820825499326,1.4797989421038502,1.451535919592231,1.2826187092159311,['PTGFRN'],[0.201651249156903],[0.0091994107761013],"['AR', 'ATF1', 'ATF7', 'ATOH1', 'BARX1', 'BCL6', 'CREB5', 'DLX1', 'DLX2', 'DLX5', 'EBF2', 'EN1', 'ERG', 'KLF14', 'NANOG', 'NEUROG2', 'NFYA', 'NKX2-5', 'NKX6-1', 'PDX1', 'PLAGL1', 'PTF1A', 'RARA', 'SIX2', 'SOX10', 'SOX15', 'SOX17', 'SOX3', 'SOX6', 'SP2', 'SP5', 'STAT4', 'TAL1', 'TBP', 'TCF4', 'TEAD1', 'TEAD3', 'THRB', 'TWIST2', 'ZBTB18']","['ATF2', 'FEZF1', 'GLIS2', 'IKZF3', 'KLF1', 'KLF17', 'KLF7', 'KLF9', 'MZF1', 'PATZ1', 'PRDM1', 'PRDM4', 'SP2', 'SP3', 'SP7', 'ZEB2', 'ZFP69B', 'ZNF10', 'ZNF24', 'ZNF518A', 'ZNF600', 'ZNF629', 'ZSCAN21', 'ZSCAN5C']","['H3K27ac', 'H3K4me1']"
chr1,117339905,117340405,1.8867720488379736,1.8480285996271983,1.450424665613664,1.3099649277747052,1.349644348950647,1.2666673335131582,['MAN1A2'],[0.0910334705056311],[0.596539552935442],"['AR', 'ARNTL', 'ATF2', 'ATF7', 'CEBPA', 'CREB5', 'EHF', 'ELF1', 'ELF3', 'ELF4', 'ELF5', 'ELK1', 'ELK4', 'EOMES', 'ESRRA', 'ETS1', 'ETV1', 'ETV4', 'FOXA1', 'FOXA2', 'FOXF1', 'FOXH1', 'FOXK1', 'FOXK2', 'FOXL2', 'FOXO1', 'FOXO3', 'FOXP1', 'GABPA', 'HLF', 'JUN', 'MAX', 'MEIS1', 'MNT', 'MYB', 'MYBL2', 'MYC', 'MYCN', 'MYF5', 'MYOD1', 'MYOG', 'NANOG', 'NEUROG2', 'NFIL3', 'NKX6-1', 'NPAS2', 'NR2F2', 'OLIG2', 'PITX1', 'PTF1A', 'RARA', 'SNAI1', 'TAL1', 'TBR1', 'TBX21', 'TBX5', 'TBX6', 'TCF21', 'TFAP4', 'TGIF1', 'TGIF2', 'THRB', 'TWIST2', 'WT1', 'ZIC1']","['ATF2', 'BCL11A', 'BCL6B', 'CTCF', 'ELF4', 'FEZF1', 'GFI1B', 'HIC1', 'IKZF3', 'INSM2', 'KLF10', 'KLF16', 'KLF8', 'L3MBTL2', 'MAZ', 'OSR2', 'OVOL3', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'YY1', 'YY2', 'ZBTB17', 'ZBTB21', 'ZBTB44', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF214', 'ZNF24', 'ZNF280D', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF547', 'ZNF561', 'ZNF580', 'ZNF600', 'ZNF626', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF692', 'ZNF792', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZSCAN26', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5C', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,148263867,148264367,1.9749255303152464,2.3859287089009613,2.061266185178599,2.210845361527657,2.1514301189806586,1.9773309609625032,"['PPIAL4G', 'NBPF11']","[-0.224694648876741, -0.186668902041872]","[0.267702765724408, 0.0107761281713718]","['AR', 'ASCL1', 'ASCL2', 'EOMES', 'ESRRA', 'ESRRB', 'ESRRG', 'MYB', 'MYOG', 'NPAS2', 'PTF1A', 'SCRT1', 'SF1', 'SMAD2', 'SMAD4', 'SNAI1', 'TBX21', 'TBX5', 'TCF12', 'TCF3', 'THRB', 'ZEB1', 'ZEB2', 'ZNF341']","['BCL11B', 'BHLHE40', 'ELF4', 'FOXK2', 'KLF9', 'MZF1', 'NFRKB', 'SP3', 'TRIM28', 'ZBTB20', 'ZBTB6', 'ZBTB8A', 'ZEB1', 'ZFP37', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF263', 'ZNF548', 'ZNF561', 'ZNF623', 'ZNF770', 'ZNF843', 'ZSCAN21']","['H3K27ac', 'H3K4me3']"
chr1,149977237,149977737,4.0158279542440525,4.300419148746328,4.104027816716111,3.876782087285528,4.005469923750142,3.978496718165269,"['MTMR11', 'OTUD7B']","[-0.533106417945755, -0.433525240176042]","[0.0081266246027596, 2.90125168190228e-05]","['AR', 'ARNTL', 'ASCL1', 'ATOH1', 'BCL6', 'BHLHA15', 'BHLHE41', 'ESRRA', 'GLI3', 'IRF1', 'IRF8', 'MITF', 'MYOG', 'NEUROG2', 'NKX2-1', 'NKX3-1', 'NR2F1', 'NR2F2', 'NR2F6', 'OLIG2', 'PRDM1', 'PTF1A', 'RARA', 'SIX1', 'SIX2', 'TAL1', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TFE3', 'TGIF1', 'TGIF2', 'THRB', 'TWIST2', 'USF1', 'USF2', 'ZBTB33', 'ZFX', 'ZNF189', 'ZNF263', 'ZNF341', 'ZNF711']","['ELF4', 'PKNOX1']","['H3K36me3', 'H3K4me1']"
