chrom,start,end,CC_R1,CC_R2,CC_R3,SCRT1_R1,SCRT1_R2,SCRT1_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,64572437,64572937,2.4209813343636166,2.295055890545675,2.804576538798725,4.59288304263128,3.5467075975445663,4.249229880235442,"['RAVER2', 'CACHD1']","[0.172398595520483, 0.174665340330394]","[0.0485682277737706, 0.0492438719852091]","['AR', 'CRX', 'ESRRA', 'FOXD3', 'FOXO1', 'KLF1', 'KLF5', 'MAFA', 'MEIS1', 'MYB', 'MYBL1', 'MYBL2', 'NFATC1', 'NR2F1', 'NR2F2', 'NR2F6', 'PITX1', 'PLAGL1', 'POU1F1', 'RARA', 'RBPJ', 'SMAD2', 'SMAD3', 'SMAD4', 'SOX10', 'SOX15', 'SOX17', 'SOX3', 'SOX6', 'SP2', 'SP5', 'TAL1', 'TBX20', 'TGIF1', 'TGIF2', 'THRB', 'TP53', 'TP63', 'TP73', 'WT1', 'ZFP809', 'ZNF263', 'ZNF415', 'ZNF416', 'ZNF519', 'ZNF692', 'ZNF7']","['FEZF1', 'GLIS1', 'KLF1', 'MAZ', 'PATZ1', 'PKNOX1', 'PRDM10', 'SCRT1', 'SCRT2', 'SP7', 'TRIM28', 'WT1', 'ZBTB20', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZFP69B', 'ZIC2', 'ZNF600', 'ZNF692', 'ZNF843', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,94421812,94422312,1.0337417105404174,0.9229708141980064,1.09871634556432,2.0416743500669168,1.560900290094603,1.4496390271685895,"['ABCD3', 'F3']","[0.149639836810633, -0.0346801890995673]","[0.249533787869888, 0.921273105894083]","['AR', 'ATF1', 'ATF4', 'CRX', 'DDIT3', 'DMC1', 'ESRRA', 'FOXA1', 'FOXA2', 'FOXM1', 'FOXO1', 'GSC', 'HLF', 'MYBL2', 'NKX2-1', 'NKX2-5', 'NKX3-1', 'NKX3-2', 'PITX1', 'PRDM10', 'PTF1A', 'RBPJ', 'TAL1', 'TBX5', 'TFAP4', 'THRB', 'TP63', 'ZNF264', 'ZNF416', 'ZNF467']","['IKZF3', 'PRDM10', 'SCRT1', 'SCRT2', 'TRIM28', 'ZBTB17', 'ZBTB48', 'ZNF335', 'ZNF600', 'ZXDB']",['H3K4me1']
chr1,164787566,164788066,3.339586370076137,3.173586704347485,3.6069008175199855,5.631522469565941,5.178921277427484,4.475310875220982,['PBX1'],[0.144058629901543],[0.210606948631362],"['AR', 'ARNTL', 'ATF1', 'ATF2', 'ATF7', 'BARX1', 'CLOCK', 'CREB1', 'CREB5', 'DLX1', 'DLX2', 'DLX5', 'EBF1', 'EN1', 'FOXH1', 'HLF', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'LHX2', 'MITF', 'MNT', 'NANOG', 'NKX6-1', 'NPAS1', 'NPAS2', 'NR2F1', 'PBX2', 'PITX1', 'PRDM10', 'RBPJ', 'SPDEF', 'SRF', 'TAL1', 'TBP', 'TBR1', 'TFAP2A', 'TFCP2L1', 'TGIF1', 'TGIF2', 'TP63', 'ZEB1', 'ZIC1', 'ZNF189', 'ZNF652']","['ATF2', 'CTCF', 'FEZF1', 'GLIS1', 'IKZF3', 'INSM2', 'KLF10', 'KLF17', 'MAZ', 'MYNN', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM6', 'SCRT2', 'SP2', 'SP7', 'WT1', 'ZBTB17', 'ZBTB21', 'ZBTB44', 'ZEB2', 'ZFP37', 'ZFP69B', 'ZNF18', 'ZNF184', 'ZNF2', 'ZNF263', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF394', 'ZNF398', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF629', 'ZNF639', 'ZNF654', 'ZNF660', 'ZNF664', 'ZXDB']",['H3K27ac']
chr1,198903152,198903745,1.613495364368775,1.6757029408422246,1.8473603780106844,2.99797777378602,2.896184485183796,2.202038327962998,,,,"['AR', 'HOXB4', 'HSF1', 'IRF4', 'KLF1', 'KLF14', 'KLF5', 'KLF6', 'MAFA', 'MAFF', 'MAZ', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-1', 'NKX3-2', 'PDX1', 'PITX1', 'SMAD2', 'SMAD3', 'SMAD4', 'SOX10', 'SOX15', 'SOX3', 'SOX4', 'SOX9', 'SP2', 'SP5', 'TAL1', 'TBX5', 'TEAD3', 'TGIF1', 'TGIF2', 'TP63', 'TWIST2', 'WT1', 'ZBTB7A', 'ZFX', 'ZIC1', 'ZNF281', 'ZNF467', 'ZNF711']","['PKNOX1', 'PRDM1', 'ZNF341']",['H3K4me1']
chr1,225464640,225465153,2.1635289636917867,2.580393117776901,2.842520698819128,3.96606768345196,4.05440385959484,3.5830488144317747,"['ENAH', 'LBR']","[0.119882603603465, 0.0225110209655304]","[0.36675689348758, 0.921797009839104]","['ARNT', 'ATF1', 'ATF2', 'ATF7', 'CRX', 'EBF1', 'EBF2', 'EHF', 'ELF3', 'ELF5', 'EPAS1', 'ERG', 'ETS1', 'ETV2', 'GLI3', 'HOXA11', 'HOXA9', 'HOXD11', 'ISL1', 'NANOG', 'NKX2-5', 'NKX6-1', 'NR2F1', 'NR2F2', 'NR2F6', 'PITX1', 'POU1F1', 'RARA', 'SMAD2', 'SMAD3', 'SMAD4', 'SOX10', 'SOX3', 'SOX4', 'STAT6', 'TBP', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'TP53', 'ZBTB7A', 'ZFP809', 'ZNF322', 'ZNF416']","['GLIS1', 'GLIS2', 'IKZF3', 'ZBTB44', 'ZNF362']",['H3K4me1']
chr1,229231267,229231767,2.213437252587982,2.5452150270716927,2.775255908718317,3.4533426384270105,3.683022010174987,3.802433868421319,['RHOU'],[-0.0096784214131501],[0.958719024014433],"['AR', 'ARNT', 'ATF3', 'BATF', 'BHLHE41', 'CREB1', 'EPAS1', 'ESRRA', 'ESRRG', 'ETV1', 'ETV4', 'FOSL1', 'GABPA', 'HIF1A', 'JUN', 'JUNB', 'LEF1', 'MEIS1', 'NFIA', 'NKX3-1', 'PITX1', 'PLAGL1', 'SMAD2', 'SMAD4', 'SOX3', 'SOX9', 'TCF7L1', 'TGIF1', 'TGIF2', 'THRB', 'TP53', 'TP63', 'TP73', 'ZBTB7A']","['ATF2', 'BCL6B', 'CTCF', 'EGR2', 'FEZF1', 'GLIS1', 'GLIS2', 'IKZF3', 'INSM2', 'KLF10', 'MZF1', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM6', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZIC2', 'ZNF121', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF24', 'ZNF263', 'ZNF335', 'ZNF362', 'ZNF366', 'ZNF394', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF596', 'ZNF600', 'ZNF629', 'ZNF660', 'ZNF664', 'ZNF843', 'ZSCAN21', 'ZSCAN30']","['H3K27ac', 'H3K4me1']"
chr1,236097436,236097936,4.439436422697272,5.496195679481239,3.528830418401563,4.074655757320819,4.110025963079959,6.432622827724695,"['GPR137B', 'NID1']","[-0.0839036589090838, 0.0529485650294742]","[0.680235066974468, 0.76086284748728]","['AR', 'ASCL1', 'ASCL2', 'CRX', 'EOMES', 'FOXH1', 'GSC', 'ISL1', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NKX3-1', 'NKX3-2', 'NPAS2', 'OLIG2', 'PITX1', 'PTF1A', 'SNAI1', 'SNAI2', 'SOX10', 'SOX15', 'SOX17', 'SOX2', 'SOX3', 'SOX4', 'SOX6', 'SOX7', 'TBX5', 'TCF12', 'TCF3', 'TEAD1', 'TEAD3', 'ZEB1', 'ZEB2', 'ZNF341']","['BCL11A', 'FEZF1', 'GLIS1', 'IKZF3', 'KLF16', 'OSR2', 'OVOL3', 'PRDM1', 'PRDM10', 'PRDM2', 'SALL2', 'SCRT2', 'SP7', 'TARDBP', 'ZBTB20', 'ZBTB26', 'ZEB1', 'ZEB2', 'ZNF112', 'ZNF114', 'ZNF138', 'ZNF140', 'ZNF16', 'ZNF174', 'ZNF184', 'ZNF19', 'ZNF2', 'ZNF202', 'ZNF214', 'ZNF266', 'ZNF274', 'ZNF280C', 'ZNF302', 'ZNF350', 'ZNF362', 'ZNF404', 'ZNF449', 'ZNF473', 'ZNF488', 'ZNF518A', 'ZNF521', 'ZNF529', 'ZNF544', 'ZNF547', 'ZNF555', 'ZNF645', 'ZNF660', 'ZNF664', 'ZNF670', 'ZNF701', 'ZNF704', 'ZNF707', 'ZNF776', 'ZNF791', 'ZNF792', 'ZSCAN30', 'ZSCAN5A']",['H3K27ac']
chr10,1498849,1499506,1.2645122409696308,2.273044390490448,1.2639734209034772,1.8468224445106824,2.0176879045134832,2.9628792759206046,['WDR37'],[-0.22413692798253],[0.0453113157507818],"['ATF3', 'BATF', 'CDX2', 'CDX4', 'CEBPA', 'DLX2', 'EN1', 'EOMES', 'FOSL1', 'FOSL2', 'GSC', 'HLF', 'HOXA1', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA2', 'HOXA9', 'HOXB13', 'HOXB4', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'JUNB', 'LHX2', 'LHX3', 'NANOG', 'NFIL3', 'NKX2-5', 'NKX6-1', 'PBX2', 'PDX1', 'POU1F1']","['AEBP2', 'ATF2', 'BCL11A', 'BCL6B', 'CTBP1', 'EGR2', 'FEZF1', 'GLI4', 'HIC1', 'INSM2', 'KLF16', 'KLF7', 'KLF8', 'LEF1', 'MAZ', 'MYNN', 'OSR2', 'OVOL3', 'PKNOX1', 'PRDM1', 'RBAK', 'SALL2', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TARDBP', 'TRIM28', 'TSHZ1', 'YY2', 'ZBTB1', 'ZBTB10', 'ZBTB17', 'ZBTB21', 'ZBTB7A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP41', 'ZFP69B', 'ZNF112', 'ZNF138', 'ZNF146', 'ZNF148', 'ZNF155', 'ZNF157', 'ZNF169', 'ZNF184', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF248', 'ZNF26', 'ZNF274', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF354C', 'ZNF362', 'ZNF366', 'ZNF391', 'ZNF394', 'ZNF398', 'ZNF433', 'ZNF473', 'ZNF488', 'ZNF521', 'ZNF544', 'ZNF547', 'ZNF548', 'ZNF558', 'ZNF571', 'ZNF580', 'ZNF621', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF645', 'ZNF658', 'ZNF670', 'ZNF747', 'ZNF76', 'ZNF776', 'ZNF791', 'ZNF792', 'ZNF843', 'ZSCAN18', 'ZSCAN21', 'ZSCAN23', 'ZSCAN26', 'ZSCAN4', 'ZSCAN5A', 'ZSCAN5C', 'ZXDB']",['H3K27ac']
chr10,21728894,21729450,1.0352962093532605,1.0177227168331096,1.2496503576058564,1.551317603701255,1.6623824146731283,1.5330272206225206,"['DNAJC1', 'MLLT10']","[0.0597748784602974, -0.0535463061509062]","[0.66550073077489, 0.730244499714611]","['DLX1', 'ESRRA', 'FOXA1', 'FOXA3', 'FOXD3', 'FOXK1', 'FOXM1', 'FOXO1', 'GATA3', 'GATA4', 'GATA5', 'GFI1B', 'LHX3', 'NKX3-1', 'NKX6-1', 'PDX1', 'PITX1', 'RARA', 'SMAD3', 'SOX10', 'SOX15', 'SOX17', 'SOX2', 'SOX3', 'SOX4', 'SOX6', 'SPDEF', 'STAT4', 'STAT6', 'TEAD1', 'TEAD2', 'TEAD4', 'TFCP2L1', 'THRB', 'TP53', 'TP63', 'TRPS1']","['MZF1', 'PRDM6', 'SP7', 'YY1', 'ZBTB44', 'ZEB2', 'ZNF384', 'ZNF770', 'ZSCAN4']",['H3K4me1']
chr10,22228748,22229248,2.0843608367631274,2.260047676945154,2.0285180915623537,2.458863854459239,2.2446534412458496,1.8008218490350625,"['DNAJC1', 'COMMD3']","[0.0597748784602974, -0.384186209654612]","[0.66550073077489, 0.032039473248584]","['AR', 'BARX1', 'DLX1', 'DLX2', 'ESRRA', 'FOXF1', 'FOXK1', 'FOXK2', 'FOXL2', 'FOXO1', 'FOXO3', 'HAND2', 'HNF1A', 'HNF1B', 'HOXA13', 'HOXC9', 'ISL1', 'MEIS1', 'NANOG', 'NKX6-1', 'PBX2', 'PITX1', 'RARA', 'SMAD3', 'SOX2', 'SOX3', 'SOX6', 'TAL1', 'TGIF1', 'TGIF2', 'ZNF189']","['AEBP2', 'BCL11A', 'BCL11B', 'CTCF', 'GLI4', 'GLIS1', 'GLIS2', 'IKZF3', 'KLF1', 'KLF10', 'KLF7', 'KLF8', 'KLF9', 'L3MBTL2', 'MZF1', 'OVOL3', 'PATZ1', 'PRDM10', 'SP2', 'SP7', 'WT1', 'YY1', 'ZBTB1', 'ZBTB10', 'ZBTB11', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB48', 'ZBTB6', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP41', 'ZFP69B', 'ZFX', 'ZIC2', 'ZNF10', 'ZNF121', 'ZNF138', 'ZNF146', 'ZNF148', 'ZNF16', 'ZNF184', 'ZNF189', 'ZNF23', 'ZNF263', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF354C', 'ZNF362', 'ZNF366', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF510', 'ZNF549', 'ZNF561', 'ZNF585B', 'ZNF596', 'ZNF600', 'ZNF610', 'ZNF660', 'ZNF701', 'ZNF770', 'ZNF785', 'ZNF837', 'ZNF843', 'ZSCAN16', 'ZSCAN21', 'ZSCAN23', 'ZSCAN26', 'ZSCAN30', 'ZSCAN4', 'ZSCAN5A', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr10,24353047,24353547,2.03599518479755,2.082190934926422,1.6979778577783615,2.3800390323306417,2.2129748644540737,1.7603801383957092,"['ARHGAP21', 'KIAA1217']","[0.234214854889222, -1.63593105626935]","[0.064233631196455, 7.27537486823971e-08]","['CDX4', 'DLX2', 'EN1', 'EOMES', 'GFI1B', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXC9', 'HOXD11', 'HOXD13', 'ISL1', 'LHX1', 'LHX2', 'LHX3', 'MEIS1', 'NANOG', 'NKX6-1', 'OLIG2', 'PLAGL1', 'RBPJ', 'STAT1', 'STAT3', 'STAT4', 'STAT5A', 'TBR1', 'TBX21', 'TBX5', 'TBX6', 'TGIF2']","['ATF2', 'ZNF341', 'ZNF770']",['H3K4me1']
chr10,72298148,72298648,3.040061111402551,2.831528798570428,3.041132835864464,4.664657324229315,4.53685388187016,4.704648440002198,"['DDIT4', 'DNAJB12']","[0.355804568301317, -0.0395897188751419]","[0.442870595059708, 0.758980291163643]","['BCL6', 'BHLHE41', 'HINFP', 'HOXA13', 'HOXB13', 'HOXD12', 'HOXD13', 'MAZ', 'MYBL2', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'NPAS4', 'NR2F1', 'NR2F2', 'NR2F6', 'RARA', 'SMAD3', 'SOX10', 'SOX3', 'SOX4', 'SOX9', 'STAT3', 'STAT4', 'TGIF1', 'TGIF2', 'TP53', 'TP63', 'TP73', 'ZIC1', 'ZNF7']","['BCL11B', 'FEZF1', 'GLIS1', 'GLIS2', 'HDGF', 'IKZF3', 'KLF1', 'KLF8', 'L3MBTL2', 'MAZ', 'PATZ1', 'PRDM10', 'PRDM4', 'SP2', 'SP3', 'SP7', 'TRIM28', 'ZBTB10', 'ZBTB26', 'ZBTB48', 'ZBTB8A', 'ZEB2', 'ZIC2', 'ZNF10', 'ZNF263', 'ZNF335', 'ZNF449', 'ZNF561', 'ZNF660', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr10,87089845,87090345,1.4601214887274014,1.3950002484529664,1.3561135394366282,1.6285443549744771,1.5423813774281632,1.3154509128660208,['GLUD1'],[0.0020131561146319],[0.991911758209598],"['ARNTL', 'BARX1', 'BHLHE40', 'BHLHE41', 'CDX2', 'CLOCK', 'CREB1', 'CUX2', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'EN1', 'FOXA1', 'FOXD3', 'FOXF1', 'FOXL2', 'FOXM1', 'HLF', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXD11', 'HOXD12', 'HOXD13', 'ISL1', 'LHX1', 'LHX2', 'LHX3', 'MAX', 'MITF', 'MYC', 'MYCN', 'MYNN', 'NANOG', 'NKX6-1', 'NPAS1', 'NPAS2', 'ONECUT1', 'ONECUT2', 'PITX1', 'PRDM14', 'SMAD3', 'TFE3', 'USF1', 'USF2']",['PRDM6'],"['H3K36me3', 'H3K4me1']"
