chrom,start,end,CC_R1,CC_R2,CC_R3,TCF7L2_R1,TCF7L2_R2,TCF7L2_R3,Genes,logFC,FDR,Motif Name,tf,histone
chr1,15886145,15886650,5.671784030647624,7.673452660794285,5.826454043733356,5.763114356062365,8.738928408652603,7.961683875248881,"['SPEN', 'ZBTB17']","[0.0780394221024775, 0.08758567952198]","[0.749960954755321, 0.478416564594492]","['EHF', 'ELF3', 'ELF4', 'ELF5', 'GLI3', 'KLF1', 'KLF14', 'KLF3', 'KLF5', 'KLF6', 'MAZ', 'NFIA', 'NFIX', 'NR2E1', 'PRDM10', 'SMAD3', 'SOX9', 'SP1', 'SP2', 'SP5', 'SPDEF', 'SPIB', 'TAL1', 'TBX5', 'TBX6', 'TFCP2L1', 'TGIF2', 'ZIC1', 'ZNF416']","['CTCF', 'GLI2', 'GLIS1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF7', 'KLF8', 'KLF9', 'LEF1', 'MAZ', 'OSR2', 'PATZ1', 'PRDM10', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'TRIM28', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB44', 'ZBTB48', 'ZBTB6', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZIC2', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF221', 'ZNF24', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF362', 'ZNF366', 'ZNF394', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF600', 'ZNF610', 'ZNF624', 'ZNF629', 'ZNF660', 'ZNF770', 'ZNF843', 'ZSCAN21', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,15893142,15893657,3.492295534277086,3.72479884245499,3.2368305693283976,4.633704910108808,5.555481930700139,5.1067138336388735,"['SPEN', 'ZBTB17']","[0.0780394221024775, 0.08758567952198]","[0.749960954755321, 0.478416564594492]","['ATF3', 'BACH1', 'BACH2', 'BATF', 'CRX', 'DLX1', 'DLX2', 'DLX3', 'DLX5', 'EHF', 'ELF4', 'EN1', 'ERG', 'ETV1', 'ETV4', 'FLI1', 'FOSL1', 'GATA4', 'GSC', 'JUN', 'JUNB', 'KLF1', 'KLF5', 'KLF6', 'LHX2', 'LHX3', 'MAZ', 'MEIS1', 'NFE2', 'NFE2L2', 'NKX6-1', 'PGR', 'PHOX2A', 'POU1F1', 'PROP1', 'RARA', 'RUNX1', 'SP2', 'TAL1', 'TGIF1', 'TGIF2', 'TRPS1', 'ZNF467']","['KLF1', 'TSHZ1', 'ZBTB8A', 'ZEB2', 'ZNF121']","['H3K27ac', 'H3K4me1']"
chr1,16176327,16176827,1.8968339958487663,1.629708140783444,1.6438449465737326,1.5649086920585034,1.4218067920382642,1.8450227459367927,['ARHGEF19'],[-0.523617597306978],[0.0164116593147155],"['ASCL1', 'ATOH1', 'DMC1', 'EBF1', 'EGR1', 'ERG', 'ETV1', 'ETV2', 'ETV4', 'FLI1', 'FOXD3', 'FOXO1', 'GABPA', 'GLI3', 'KLF14', 'MAZ', 'NEUROG2', 'PITX1', 'SMAD3', 'SMAD4', 'TAL1', 'TWIST2', 'ZIC1', 'ZNF263', 'ZNF415']","['BCL11A', 'GFI1B', 'INSM2', 'KLF8', 'PATZ1', 'PRDM1', 'PRDM10', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZEB2', 'ZFP69B', 'ZNF18', 'ZNF2', 'ZNF266', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF391', 'ZNF561', 'ZNF596', 'ZNF623', 'ZNF629', 'ZNF660', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,17443220,17443778,3.0355846032456824,2.925720975912198,3.649502591742309,3.1378320566707263,2.965312143945092,2.847814355151612,,,,"['AR', 'ATF3', 'BATF', 'ELK4', 'EN1', 'FOSL1', 'FOSL2', 'HOXA10', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXD10', 'HOXD11', 'HOXD12', 'HOXD13', 'JUN', 'JUNB', 'NFYA', 'PITX1', 'RELA', 'TGIF1', 'TGIF2', 'THRB']","['ZEB2', 'ZIC2', 'ZNF121', 'ZNF366', 'ZNF449', 'ZNF768']",['H3K27ac']
chr1,21149850,21150455,2.1851983119058853,1.9445234576097967,1.8463285902777535,1.9537979291958367,2.0857410090949946,2.098231164602492,,,,"['BARX1', 'BCL11A', 'HAND2', 'ISL1', 'LEF1', 'MAFB', 'MEF2A', 'MEF2B', 'MEF2C', 'MEF2D', 'MITF', 'MYOD1', 'NANOG', 'NKX6-1', 'PGR', 'PITX1', 'PRDM15', 'RUNX1', 'SF1', 'SMAD3', 'SNAPC1', 'SP2', 'SRF', 'STAT6', 'TAL1', 'TCF7', 'THRB', 'YY1', 'ZIC1']","['ATF2', 'GLIS1', 'INSM2', 'KLF10', 'KLF17', 'KLF7', 'MYNN', 'OSR2', 'PRDM6', 'WT1', 'YY1', 'YY2', 'ZBTB44', 'ZFP69B', 'ZNF10', 'ZNF16', 'ZNF184', 'ZNF341', 'ZNF600', 'ZNF629', 'ZNF660', 'ZNF692']","['H3K27ac', 'H3K36me3', 'H3K4me1']"
chr1,24972136,24972753,7.899938866109983,8.367260004122908,8.624686908548185,10.766207869108538,8.647421898861467,7.376255835212811,,,,"['CUX2', 'EHF', 'ESRRB', 'FOXK2', 'FOXO1', 'GATA3', 'NR2F2', 'NR2F6', 'ONECUT1', 'ONECUT2', 'POU1F1', 'RELA', 'SMAD3', 'SOX17', 'SPI1', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'THRB', 'TP53', 'TP63', 'TP73', 'TRPS1', 'TWIST2', 'ZFP809', 'ZNF189', 'ZNF263', 'ZNF341', 'ZNF416', 'ZNF467']","['TRIM28', 'ZBTB17']",['H3K27ac']
chr1,25922350,25922908,2.7945207692195013,3.188069611809087,2.6537672779673103,2.589800802650706,3.3017231849908324,3.482363192948238,,,,"['AR', 'ASCL1', 'EN1', 'EOMES', 'HOXA9', 'HOXD11', 'HOXD12', 'KLF5', 'MAZ', 'MYBL2', 'MYF5', 'MYOD1', 'MYOG', 'NANOG', 'NEUROG2', 'NFYA', 'PRDM14', 'PTF1A', 'SMAD3', 'SNAI1', 'SNAI2', 'SP2', 'TAL1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TFAP4', 'THRB', 'TWIST2', 'ZEB1', 'ZEB2', 'ZNF341']","['CTCF', 'GLIS2', 'KLF1', 'KLF10', 'KLF8', 'KLF9', 'L3MBTL2', 'PRDM10', 'SCRT1', 'SCRT2', 'SP2', 'YY2', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB8A', 'ZFX', 'ZNF189', 'ZNF335', 'ZNF341', 'ZNF391', 'ZNF449', 'ZNF561', 'ZNF660', 'ZNF843', 'ZSCAN5A']","['H3K27ac', 'H3K4me1', 'H3K4me3']"
chr1,26865348,26865848,4.015274143593814,4.406759124654819,3.794004880776793,4.0235707254287005,4.1357481214408685,5.167997604287835,"['GPN2', 'SFN']","[0.0446250375750289, -0.909896077953965]","[0.663564286183632, 0.0427492597620369]","['AR', 'ESRRB', 'ESRRG', 'GLI3', 'HLF', 'MAZ', 'MYB', 'MYBL2', 'NR5A2', 'PITX1', 'PLAGL1', 'SCRT1', 'SMAD3', 'TBX21', 'TBXT', 'THRA', 'THRB', 'YY1', 'ZBTB7A', 'ZFX', 'ZNF341', 'ZNF711']","['BCL11A', 'BCL11B', 'EGR2', 'FEZF1', 'GLI4', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'L3MBTL2', 'MAZ', 'OVOL3', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM2', 'PRDM4', 'REPIN1', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'WT1', 'YY1', 'YY2', 'ZBTB10', 'ZBTB11', 'ZBTB12', 'ZBTB17', 'ZBTB20', 'ZBTB26', 'ZBTB44', 'ZBTB48', 'ZBTB7A', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP37', 'ZFP69B', 'ZFX', 'ZIC2', 'ZNF121', 'ZNF146', 'ZNF148', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF239', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF394', 'ZNF398', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF518A', 'ZNF561', 'ZNF623', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF692', 'ZNF76', 'ZNF843', 'ZSCAN21', 'ZSCAN23', 'ZXDB']","['H3K27ac', 'H3K4me3']"
chr1,28249351,28250051,6.388365545367759,6.249716331249324,4.98132515819846,8.989666884926699,8.790062635090345,9.940146179250156,['SESN2'],[0.0576140717424704],[0.635589087109885],"['AR', 'FOXA1', 'FOXA2', 'FOXM1', 'FOXO1', 'MAZ', 'MEF2A', 'MEF2B', 'MEF2C', 'NFIA', 'NKX2-5', 'NR2E1', 'OLIG2', 'ONECUT2', 'PITX1', 'POU1F1', 'RBPJ', 'SMAD3', 'TBX5', 'TEAD1', 'TEAD2', 'TEAD3', 'TEAD4', 'ZIC1', 'ZNF322', 'ZNF416', 'ZNF467']","['ATF2', 'FEZF1', 'IKZF3', 'MAZ', 'MZF1', 'PATZ1', 'PKNOX1', 'PRDM10', 'PRDM4', 'SALL2', 'SP3', 'ZBTB12', 'ZBTB17', 'ZBTB21', 'ZBTB8A', 'ZEB2', 'ZFHX2', 'ZIC2', 'ZNF10', 'ZNF184', 'ZNF24', 'ZNF280D', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF366', 'ZNF398', 'ZNF449', 'ZNF501', 'ZNF558', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF76', 'ZNF785', 'ZNF792', 'ZNF843', 'ZSCAN4', 'ZSCAN5A']",['H3K27ac']
chr1,30748046,30748637,7.007481353575445,8.118222549835712,8.461038841646308,11.204294819170018,8.98569516616712,8.893945826590098,,,,"['AR', 'ATOH1', 'BHLHA15', 'EGR1', 'EOMES', 'KLF1', 'KLF14', 'KLF3', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MYBL1', 'NANOG', 'NEUROG2', 'NKX2-1', 'NKX3-2', 'NKX6-1', 'NR2F1', 'NR2F2', 'NR2F6', 'OLIG2', 'PLAGL1', 'RARA', 'SMAD3', 'SOX10', 'SOX15', 'SOX17', 'SOX3', 'SOX9', 'SP2', 'SP5', 'TBR1', 'TBX21', 'TBX5', 'TCF4', 'TFAP2A', 'TFAP2C', 'TFCP2L1', 'THRB', 'TP53', 'TP63', 'TP73', 'TWIST1', 'TWIST2', 'WT1', 'ZFX', 'ZNF263', 'ZNF281', 'ZNF322', 'ZNF467', 'ZNF711']","['GLIS2', 'IKZF3', 'KLF1', 'KLF17', 'MAZ', 'PATZ1', 'PRDM1', 'PRDM10', 'SP2', 'SP3', 'SP7', 'TRIM28', 'YY2', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZEB1', 'ZFHX2', 'ZNF121', 'ZNF302', 'ZNF335', 'ZNF394', 'ZNF416', 'ZNF518A', 'ZNF660', 'ZNF670', 'ZNF692', 'ZNF777', 'ZSCAN30']",['H3K27ac']
chr1,31954450,31955099,2.9746788176944703,3.2939428825211774,2.7084919058584638,3.487010973788084,3.884289049818063,3.952332616688071,['KHDRBS1'],[0.14921217036721],[0.06079191736988],"['AR', 'ARNTL', 'ATF4', 'CLOCK', 'CRX', 'DDIT3', 'EBF1', 'EBF2', 'GLI3', 'HLF', 'HOXA9', 'MAX', 'MNT', 'MYC', 'MYCN', 'NKX3-1', 'NPAS1', 'NPAS2', 'PITX1', 'PTF1A', 'SMAD3', 'TAL1', 'TBX5', 'TCF12', 'USF1', 'USF2', 'ZNF322', 'ZNF711']","['GLIS1', 'GLIS2', 'IKZF3', 'L3MBTL2', 'OSR2', 'PATZ1', 'PRDM1', 'PRDM10', 'REPIN1', 'SCRT2', 'SP7', 'ZBTB17', 'ZBTB20', 'ZBTB21', 'ZBTB48', 'ZEB2', 'ZFX', 'ZNF189', 'ZNF223', 'ZNF324', 'ZNF335', 'ZNF366', 'ZNF398', 'ZNF518A', 'ZNF600', 'ZNF629', 'ZNF692', 'ZNF770', 'ZSCAN21', 'ZSCAN30', 'ZSCAN5C']",['H3K27ac']
chr1,32062344,32062844,3.3405917787853494,3.832489985074227,2.8983379460576035,4.683740101014089,6.252991559554438,6.075324868410094,"['KHDRBS1', 'TMEM39B']","[0.14921217036721, 0.226933925570842]","[0.06079191736988, 0.0182366559287593]","['ASCL1', 'ASCL2', 'ATF1', 'ATF2', 'ATF7', 'ATOH1', 'BHLHA15', 'CDX2', 'CDX4', 'CREB1', 'CREB5', 'EBF1', 'EBF2', 'EGR1', 'EOMES', 'ESRRB', 'ESRRG', 'FOXO1', 'GLI2', 'GLI3', 'HOXA11', 'HOXA13', 'HOXA9', 'HOXB13', 'HOXC9', 'HOXD10', 'HOXD11', 'HOXD13', 'JUN', 'JUND', 'KLF1', 'KLF14', 'KLF5', 'KLF6', 'KLF9', 'MAZ', 'MEF2B', 'MYB', 'MYBL1', 'MYOD1', 'MYOG', 'NEUROD1', 'NEUROG2', 'NFIX', 'NKX2-1', 'NKX2-2', 'NKX2-5', 'PBX3', 'PKNOX1', 'POU1F1', 'PRDM10', 'PTF1A', 'RFX1', 'RFX2', 'RFX3', 'RFX5', 'RFX6', 'SIX2', 'SP2', 'SP5', 'TAL1', 'TBR1', 'TBX5', 'TCF12', 'TCF21', 'TCF3', 'TCF4', 'TFAP4', 'TGIF1', 'TGIF2', 'TWIST2', 'ZFX', 'ZNF341', 'ZNF711']","['ATF2', 'BCL11A', 'EGR2', 'FEZF1', 'GLIS1', 'GLIS2', 'HDGF', 'HIC1', 'IKZF3', 'INSM2', 'KLF1', 'KLF10', 'KLF16', 'KLF17', 'KLF8', 'KLF9', 'MAZ', 'MYNN', 'OSR2', 'PATZ1', 'PKNOX1', 'PRDM1', 'PRDM10', 'PRDM4', 'PRDM6', 'SCRT1', 'SCRT2', 'SP2', 'SP3', 'SP7', 'TRIM28', 'TSHZ1', 'WT1', 'ZBTB1', 'ZBTB17', 'ZBTB44', 'ZBTB48', 'ZBTB8A', 'ZEB1', 'ZEB2', 'ZFHX2', 'ZFP69B', 'ZFX', 'ZNF10', 'ZNF121', 'ZNF18', 'ZNF184', 'ZNF189', 'ZNF2', 'ZNF324', 'ZNF335', 'ZNF341', 'ZNF362', 'ZNF366', 'ZNF384', 'ZNF394', 'ZNF398', 'ZNF416', 'ZNF423', 'ZNF449', 'ZNF501', 'ZNF548', 'ZNF561', 'ZNF580', 'ZNF610', 'ZNF629', 'ZNF639', 'ZNF660', 'ZNF664', 'ZNF692', 'ZNF791', 'ZNF843', 'ZSCAN30', 'ZXDB']","['H3K27ac', 'H3K4me1']"
chr1,32186024,32186647,8.727666152108618,8.018220492763314,7.143596306788426,11.477854957561146,11.862603974931996,11.643574917673163,"['CCDC28B', 'TXLNA']","[-0.0170319677428917, -0.0228110831389208]","[0.914651115259272, 0.833620823761076]","['ARNTL', 'ASCL1', 'ASCL2', 'EOMES', 'KLF14', 'MAX', 'MNT', 'MYC', 'MYCN', 'NPAS1', 'NPAS2', 'OLIG2', 'PLAGL1', 'POU1F1', 'PTF1A', 'RUNX1', 'RUNX2', 'SIX2', 'SMAD2', 'SMAD3', 'SMAD4', 'SNAI1', 'SNAI2', 'TAL1', 'TBR1', 'TBX21', 'TCF12', 'TCF3', 'TCF4', 'TWIST2', 'ZBTB7A', 'ZEB1', 'ZEB2', 'ZFX', 'ZNF263', 'ZNF711']","['KLF16', 'PATZ1', 'PRDM10', 'ZBTB17', 'ZNF610', 'ZNF692', 'ZNF701']","['H3K27ac', 'H3K36me3']"
